"","DOI","url","year","month","publisher","volume","number","pages","author","title","journal","key","entry"
"20","10.1257/app.20150245","https://doi.org/10.1257/app.20150245","2018","apr","American Economic Association","10","2","101--124","Claudia Mart{\'{\i}}nez A. and Esteban Puentes and Jaime Ruiz-Tagle","The Effects of Micro-entrepreneurship Programs on Labor Market Performance: Experimental Evidence from Chile","American Economic Journal: Applied Economics","A__2018","article"
"21","10.1257/app.20150447","https://doi.org/10.1257/app.20150447","2017","apr","American Economic Association","9","2","256--289","Monica Martinez-Bravo","The Local Political Economy Effects of School Construction in Indonesia","American Economic Journal: Applied Economics","Martinez_Bravo_2017","article"
"22","10.1257/app.20150548","https://doi.org/10.1257/app.20150548","2017","apr","American Economic Association","9","2","219--255","Samuel Bazzi","Wealth Heterogeneity and the Income Elasticity of Migration","American Economic Journal: Applied Economics","Bazzi_2017","article"
"23","10.1257/app.20170048","https://doi.org/10.1257/app.20170048","2018","apr","American Economic Association","10","2","298--330","Chie Hanaoka and Hitoshi Shigeoka and Yasutora Watanabe","Do Risk Preferences Change? Evidence from the Great East Japan Earthquake","American Economic Journal: Applied Economics","Hanaoka_2018","article"
"24","10.1257/mac.20130041","https://doi.org/10.1257/mac.20130041","2015","oct","American Economic Association","7","4","104--133","Berthold Herrendorf and Christopher Herrington and {\'{A}}kos Valentinyi","Sectoral Technology and Structural Transformation","American Economic Journal: Macroeconomics","Herrendorf_2015","article"
"25","10.1257/mac.20130105","https://doi.org/10.1257/mac.20130105","2015","apr","American Economic Association","7","2","58--94","Chadwick C. Curtis and Steven Lugauer and Nelson C. Mark","Demographic Patterns and Household Saving in China","American Economic Journal: Macroeconomics","Curtis_2015","article"
"26","10.1257/mac.20130143","https://doi.org/10.1257/mac.20130143","2015","jul","American Economic Association","7","3","123--152","Julio J. Rotemberg","A Behavioral Model of the Popularity and Regulation of Demandable Liabilities","American Economic Journal: Macroeconomics","Rotemberg_2015","article"
"27","10.1257/mac.20130337","https://doi.org/10.1257/mac.20130337","2016","jan","American Economic Association","8","1","42--97","Gaetano Gaballo","Rational Inattention to News: The Perils of Forward Guidance","American Economic Journal: Macroeconomics","Gaballo_2016","article"
"28","10.1257/mac.20140033","https://doi.org/10.1257/mac.20140033","2016","apr","American Economic Association","8","2","85--110","Christopher R. Knittel and Robert S. Pindyck","The Simple Economics of Commodity Price Speculation","American Economic Journal: Macroeconomics","Knittel_2016","article"
"29","10.1257/mac.20140234","https://doi.org/10.1257/mac.20140234","2017","apr","American Economic Association","9","2","73--114","Kaiji Chen and Yi Wen","The Great Housing Boom of China","American Economic Journal: Macroeconomics","Chen_2017","article"
"30","10.1257/mac.20140362","https://doi.org/10.1257/mac.20140362","2016","apr","American Economic Association","8","2","137--181","Viktoria Hnatkovska and Amartya Lahiri and Carlos A. Vegh","The Exchange Rate Response to Monetary Policy Innovations","American Economic Journal: Macroeconomics","Hnatkovska_2016","article"
"31","10.1257/mac.20150017","https://doi.org/10.1257/mac.20150017","2016","jul","American Economic Association","8","3","1--41","Gian Luca Clementi and Berardino Palazzo","Entry, Exit, Firm Dynamics, and Aggregate Fluctuations","American Economic Journal: Macroeconomics","Clementi_2016","article"
"32","10.1257/mac.20150109","https://doi.org/10.1257/mac.20150109","2017","jul","American Economic Association","9","3","116--146","Alessio Moro and Solmaz Moslehi and Satoshi Tanaka","Does Home Production Drive Structural Transformation?","American Economic Journal: Macroeconomics","Moro_2017","article"
"33","10.1257/mac.20160353","https://doi.org/10.1257/mac.20160353","2017","oct","American Economic Association","9","4","254--280","Enghin Atalay","How Important Are Sectoral Shocks?","American Economic Journal: Macroeconomics","Atalay_2017","article"
"34","10.1257/mac.20130028","https://doi.org/10.1257/mac.20130028","2015","apr","American Economic Association","7","2","124--156","Philip Jung and Keith Kuester","Optimal Labor-Market Policy in Recessions","American Economic Journal: Macroeconomics","Jung_2015","article"
"35","10.1257/mac.20130170","https://doi.org/10.1257/mac.20130170","2015","jul","American Economic Association","7","3","189--225","Matteo Cervellati and Uwe Sunde","The Economic and Demographic Transition, Mortality, and Comparative Development","American Economic Journal: Macroeconomics","Cervellati_2015","article"
"36","10.1257/mac.20130176","https://doi.org/10.1257/mac.20130176","2015","jan","American Economic Association","7","1","258--296","Lars E. O. Svensson","The Possible Unemployment Cost of Average Inflation below a Credible Target","American Economic Journal: Macroeconomics","Svensson_2015","article"
"37","10.1257/mac.20130183","https://doi.org/10.1257/mac.20130183","2016","jan","American Economic Association","8","1","242--284","Ana Fostel and John Geanakoplos","Financial Innovation, Collateral, and Investment","American Economic Journal: Macroeconomics","Fostel_2016","article"
"38","10.1257/app.20130399","https://doi.org/10.1257/app.20130399","2016","oct","American Economic Association","8","4","66--99","Martin Kanz","What Does Debt Relief Do for Development? Evidence from India{\textquotesingle}s Bailout for Rural Households","American Economic Journal: Applied Economics","Kanz_2016","article"
"39","10.1257/app.20140404","https://doi.org/10.1257/app.20140404","2016","apr","American Economic Association","8","2","154--194","Sebastian Axbard","Income Opportunities and Sea Piracy in Indonesia: Evidence from Satellite Data","American Economic Journal: Applied Economics","Axbard_2016","article"
"40","10.1257/app.20150044","https://doi.org/10.1257/app.20150044","2016","jan","American Economic Association","8","1","1--32","Abel Brodeur and Mathias L{\'{e}} and Marc Sangnier and Yanos Zylberberg","Star Wars: The Empirics Strike Back","American Economic Journal: Applied Economics","Brodeur_2016","article"
"41","10.1257/mac.20120163","https://doi.org/10.1257/mac.20120163","2015","oct","American Economic Association","7","4","160--187","Christian Bayer and Falko Juessen","Happiness and the Persistence of Income Shocks","American Economic Journal: Macroeconomics","Bayer_2015","article"
"42","10.1257/mac.20120257","https://doi.org/10.1257/mac.20120257","2016","jan","American Economic Association","8","1","199--241","Simeon D. Alder","In the Wrong Hands: Complementarities, Resource Allocation, and {TFP}","American Economic Journal: Macroeconomics","Alder_2016","article"
"43","10.1257/mac.20130139","https://doi.org/10.1257/mac.20130139","2016","jul","American Economic Association","8","3","77--112","Rui Castro and Daniele Coen-Pirani","Explaining the Evolution of Educational Attainment in the United States","American Economic Journal: Macroeconomics","Castro_2016","article"
"44","10.1257/mac.20130265","https://doi.org/10.1257/mac.20130265","2015","jul","American Economic Association","7","3","295--330","Andrew J. Jalil","A New History of Banking Panics in the United States, 1825{\textendash}1929: Construction and Implications","American Economic Journal: Macroeconomics","Jalil_2015","article"
"45","10.1257/mac.20150220","https://doi.org/10.1257/mac.20150220","2017","jan","American Economic Association","9","1","165--204","Stephanie Schmitt-Groh{\'{e}} and Mart{\'{\i}}n Uribe","Liquidity Traps and Jobless Recoveries","American Economic Journal: Macroeconomics","Schmitt_Groh__2017","article"
"46","10.1257/mac.20130190","https://doi.org/10.1257/mac.20130190","2016","apr","American Economic Association","8","2","1--44","Romain Ranci{\`{e}}re and Aaron Tornell","Financial Liberalization, Debt Mismatch, Allocative Efficiency, and Growth","American Economic Journal: Macroeconomics","Ranci_re_2016","article"
"47","10.1257/mac.20130212","https://doi.org/10.1257/mac.20130212","2015","jul","American Economic Association","7","3","1--42","Francisco J. Buera and Benjamin Moll","Aggregate Implications of a Credit Crunch: The Importance of Heterogeneity","American Economic Journal: Macroeconomics","Buera_2015","article"
"48","10.1257/mac.20130231","https://doi.org/10.1257/mac.20130231","2015","jul","American Economic Association","7","3","43--83","Jean Imbs and Isabelle Mejean","Elasticity Optimism","American Economic Journal: Macroeconomics","Imbs_2015","article"
"49","10.1257/mac.20130234","https://doi.org/10.1257/mac.20130234","2015","oct","American Economic Association","7","4","134--159","JÖrn Kleinert and Julien Martin and Farid Toubal","The Few Leading the Many: Foreign Affiliates and Business Cycle Comovement","American Economic Journal: Macroeconomics","Kleinert_2015","article"
"50","10.1257/app.20140494","https://doi.org/10.1257/app.20140494","2016","oct","American Economic Association","8","4","222--255","Alberto Chong and Isabelle Cohen and Erica Field and Eduardo Nakasone and Maximo Torero","Iron Deficiency and Schooling Attainment in Peru","American Economic Journal: Applied Economics","Chong_2016","article"
"51","10.1257/app.20140506","https://doi.org/10.1257/app.20140506","2016","apr","American Economic Association","8","2","225--254","Nadine Ketel and Edwin Leuven and Hessel Oosterbeek and Bas van der Klaauw","The Returns to Medical School: Evidence from Admission Lotteries","American Economic Journal: Applied Economics","Ketel_2016","article"
"52","10.1257/app.20150554","https://doi.org/10.1257/app.20150554","2017","apr","American Economic Association","9","2","131--143","Orazio Attanasio and Arlen Guar{\'{I}}n and Carlos Medina and Costas Meghir","Vocational Training for Disadvantaged Youth in Colombia: A Long-Term Follow-Up","American Economic Journal: Applied Economics","Attanasio_2017","article"
"53","10.1257/app.20150581","https://doi.org/10.1257/app.20150581","2018","jan","American Economic Association","10","1","1--39","Craig Garthwaite and Tal Gross and Matthew J. Notowidigdo","Hospitals as Insurers of Last Resort","American Economic Journal: Applied Economics","Garthwaite_2018","article"
"54","10.1257/app.20160004","https://doi.org/10.1257/app.20160004","2017","jul","American Economic Association","9","3","321--350","Karthik Muralidharan and Nishith Prakash","Cycling to School: Increasing Secondary School Enrollment for Girls in India","American Economic Journal: Applied Economics","Muralidharan_2017","article"
"55","10.1257/app.20160214","https://doi.org/10.1257/app.20160214","2017","jul","American Economic Association","9","3","191--222","Panle Jia Barwick and Parag A. Pathak and Maisy Wong","Conflicts of Interest and Steering in Residential Brokerage","American Economic Journal: Applied Economics","Barwick_2017","article"
"56","10.1257/mac.20150253","https://doi.org/10.1257/mac.20150253","2017","oct","American Economic Association","9","4","1--44","L. Rachel Ngai and Barbara Petrongolo","Gender Gaps and the Rise of the Service Economy","American Economic Journal: Macroeconomics","Ngai_2017","article"
"57","10.1257/mac.20130255","https://doi.org/10.1257/mac.20130255","2015","apr","American Economic Association","7","2","249--290","David L. Fuller and B. Ravikumar and Yuzhe Zhang","Unemployment Insurance Fraud and Optimal Monitoring","American Economic Journal: Macroeconomics","Fuller_2015","article"
"58","10.1257/mac.20130267","https://doi.org/10.1257/mac.20130267","2016","jan","American Economic Association","8","1","285--310","Jacopo Magnani and Aspen Gorry and Ryan Oprea","Time and State Dependence in an Ss Decision Experiment","American Economic Journal: Macroeconomics","Magnani_2016","article"
"59","10.1257/mac.20130302","https://doi.org/10.1257/mac.20130302","2015","jul","American Economic Association","7","3","84--122","Daron Acemoglu and Gino Gancia and Fabrizio Zilibotti","Offshoring and Directed Technical Change","American Economic Journal: Macroeconomics","Acemoglu_2015","article"
"60","10.1257/mac.20150051","https://doi.org/10.1257/mac.20150051","2017","jul","American Economic Association","9","3","36--71","Shuhei Aoki and Makoto Nirei","Zipf{\textquotesingle}s Law, Pareto{\textquotesingle}s Law, and the Evolution of Top Incomes in the United States","American Economic Journal: Macroeconomics","Aoki_2017","article"
"61","10.1257/mac.20150155","https://doi.org/10.1257/mac.20150155","2017","jan","American Economic Association","9","1","265--290","Robert Inklaar and D.S. Prasada Rao","Cross-Country Income Levels over Time: Did the Developing World Suddenly Become Much Richer?","American Economic Journal: Macroeconomics","Inklaar_2017","article"
"62","10.1257/app.20150042","https://doi.org/10.1257/app.20150042","2016","jan","American Economic Association","8","1","224--256","Stefano DellaVigna and Ruben Durante and Brian Knight and Eliana La Ferrara","Market-Based Lobbying: Evidence from Advertising Spending in Italy","American Economic Journal: Applied Economics","DellaVigna_2016","article"
"63","10.1257/app.20150043","https://doi.org/10.1257/app.20150043","2017","jan","American Economic Association","9","1","165--201","Jennifer L. Doleac","The Effects of {DNA} Databases on Crime","American Economic Journal: Applied Economics","Doleac_2017","article"
"64","10.1257/app.20150158","https://doi.org/10.1257/app.20150158","2016","jul","American Economic Association","8","3","31--68","David H. Autor and Mark Duggan and Kyle Greenberg and David S. Lyle","The Impact of Disability Benefits on Labor Supply: Evidence from the {VA}{\textquotesingle}s Disability Compensation Program","American Economic Journal: Applied Economics","Autor_2016","article"
"65","10.1257/app.20150373","https://doi.org/10.1257/app.20150373","2016","oct","American Economic Association","8","4","189--221","Duncan S. Gilchrist","Patents as a Spur to Subsequent Innovation? Evidence from Pharmaceuticals","American Economic Journal: Applied Economics","Gilchrist_2016","article"
"66","10.1257/app.20150385","https://doi.org/10.1257/app.20150385","2017","jul","American Economic Association","9","3","295--320","Julian Cristia and Pablo Ibarrar{\'{a}}n and Santiago Cueto and Ana Santiago and Eugenio Sever{\'{\i}}n","Technology and Child Development: Evidence from the One Laptop per Child Program","American Economic Journal: Applied Economics","Cristia_2017","article"
"67","10.1257/app.20150390","https://doi.org/10.1257/app.20150390","2017","oct","American Economic Association","9","4","303--337","Rukmini Banerji and James Berry and Marc Shotland","The Impact of Maternal Literacy and Participation Programs: Evidence from a Randomized Evaluation in India","American Economic Journal: Applied Economics","Banerji_2017","article"
"68","10.1257/app.20150509","https://doi.org/10.1257/app.20150509","2017","jan","American Economic Association","9","1","274--314","Lucie Gadenne","Tax Me, but Spend Wisely? Sources of Public Finance and Government Accountability","American Economic Journal: Applied Economics","Gadenne_2017","article"
"69","10.1257/app.20150530","https://doi.org/10.1257/app.20150530","2017","jul","American Economic Association","9","3","124--151","Scott Carrell and Bruce Sacerdote","Why Do College-Going Interventions Work?","American Economic Journal: Applied Economics","Carrell_2017","article"
"70","10.1257/app.20160140","https://doi.org/10.1257/app.20160140","2017","jan","American Economic Association","9","1","202--228","Gianmarco Le{\'{o}}n and Edward Miguel","Risky Transportation Choices and the Value of a Statistical Life","American Economic Journal: Applied Economics","Le_n_2017","article"
"71","10.1257/app.20160247","https://doi.org/10.1257/app.20160247","2017","oct","American Economic Association","9","4","58--77","Shuo Chen and Xiaohuan Lan","There Will Be Killing: Collectivization and Death of Draft Animals","American Economic Journal: Applied Economics","Chen_2017","article"
"72","10.1257/app.20160634","https://doi.org/10.1257/app.20160634","2018","jan","American Economic Association","10","1","175--206","Atila Abdulkadiro{\u{g}}lu and Parag A. Pathak and Christopher R. Walters","Free to Choose: Can School Choice Reduce Student Achievement?","American Economic Journal: Applied Economics","Abdulkadiro_lu_2018","article"
"73","10.1257/mac.20120008","https://doi.org/10.1257/mac.20120008","2015","apr","American Economic Association","7","2","181--218","Ariel Burstein and Javier Cravino","Measured Aggregate Gains from International Trade","American Economic Journal: Macroeconomics","Burstein_2015","article"
"74","10.1257/mac.20140095","https://doi.org/10.1257/mac.20140095","2016","jul","American Economic Association","8","3","175--194","Fredrik Wulfsberg","Inflation and Price Adjustments: Micro Evidence from Norwegian Consumer Prices 1975{\textendash}2004","American Economic Journal: Macroeconomics","Wulfsberg_2016","article"
"75","10.1257/mac.20140002","https://doi.org/10.1257/mac.20140002","2015","jan","American Economic Association","7","1","1--43","Alo{\'{\i}}sio Ara{\'{u}}jo and Susan Schommer and Michael Woodford","Conventional and Unconventional Monetary Policy with Endogenous Collateral Constraints","American Economic Journal: Macroeconomics","Ara_jo_2015","article"
"76","10.1257/mac.20140043","https://doi.org/10.1257/mac.20140043","2016","jan","American Economic Association","8","1","98--118","Josef Schroth","Optimal Intermediary Rents","American Economic Journal: Macroeconomics","Schroth_2016","article"
"77","10.1257/mac.20140064","https://doi.org/10.1257/mac.20140064","2017","apr","American Economic Association","9","2","1--31","Pawel Krolikowski","Job Ladders and Earnings of Displaced Workers","American Economic Journal: Macroeconomics","Krolikowski_2017","article"
"78","10.1257/mac.20140084","https://doi.org/10.1257/mac.20140084","2017","apr","American Economic Association","9","2","32--72","Galo Nu{\~{n}}o and Carlos Thomas","Bank Leverage Cycles","American Economic Journal: Macroeconomics","Nu_o_2017","article"
"79","10.1257/mac.20150359","https://doi.org/10.1257/mac.20150359","2017","oct","American Economic Association","9","4","122--152","Mario Forni and Luca Gambetti and Marco Lippi and Luca Sala","Noisy News in Business Cycles","American Economic Journal: Macroeconomics","Forni_2017","article"
"80","10.1257/mac.6.3.1","https://doi.org/10.1257/mac.6.3.1","2014","jul","American Economic Association","6","3","1--28","Areendam Chanda and C. Justin Cook and Louis Putterman","Persistence of Fortune: Accounting for Population Movements, There Was No Post-Columbian Reversal","American Economic Journal: Macroeconomics","Chanda_2014","article"
"81","10.1257/mac.6.2.137","https://doi.org/10.1257/mac.6.2.137","2014","apr","American Economic Association","6","2","137--155","Martin Eichenbaum and Nir Jaimovich and Sergio Rebelo and Josephine Smith","How Frequent Are Small Price Changes?","American Economic Journal: Macroeconomics","Eichenbaum_2014","article"
"82","10.1257/mac.6.2.156","https://doi.org/10.1257/mac.6.2.156","2014","apr","American Economic Association","6","2","156--206","Etienne Gagnon and Benjamin R. Mandel and Robert J. Vigfusson","Missing Import Price Changes and Low Exchange Rate Pass-Through","American Economic Journal: Macroeconomics","Gagnon_2014","article"
"83","10.1257/mac.6.2.207","https://doi.org/10.1257/mac.6.2.207","2014","apr","American Economic Association","6","2","207--237","Valery Charnavoki and Juan J. Dolado","The Effects of Global Shocks on Small Commodity-Exporting Economies: Lessons from Canada","American Economic Journal: Macroeconomics","Charnavoki_2014","article"
"84","10.1257/mac.6.1.134","https://doi.org/10.1257/mac.6.1.134","2014","jan","American Economic Association","6","1","134--161","Volker Tjaden and Felix Wellschmied","Quantifying the Contribution of Search to Wage Inequality","American Economic Journal: Macroeconomics","Tjaden_2014","article"
"85","10.1257/mac.6.1.190","https://doi.org/10.1257/mac.6.1.190","2014","jan","American Economic Association","6","1","190--217","Pascal Michaillat","A Theory of Countercyclical Government Multiplier","American Economic Journal: Macroeconomics","Michaillat_2014","article"
"86","10.1257/mac.5.2.32","https://doi.org/10.1257/mac.5.2.32","2013","apr","American Economic Association","5","2","32--71","Ariel Burstein and Javier Cravino and Jonathan Vogel","Importing Skill-Biased Technology","American Economic Journal: Macroeconomics","Burstein_2013","article"
"87","10.1257/app.20150076","https://doi.org/10.1257/app.20150076","2016","jul","American Economic Association","8","3","1--30","Veronica Grembi and Tommaso Nannicini and Ugo Troiano","Do Fiscal Rules Matter?","American Economic Journal: Applied Economics","Grembi_2016","article"
"88","10.1257/app.20150476","https://doi.org/10.1257/app.20150476","2016","oct","American Economic Association","8","4","128--159","David Simon","Does Early Life Exposure to Cigarette Smoke Permanently Harm Childhood Welfare? Evidence from Cigarette Tax Hikes","American Economic Journal: Applied Economics","Simon_2016","article"
"89","10.1257/app.20150532","https://doi.org/10.1257/app.20150532","2017","oct","American Economic Association","9","4","105--136","Rudi Rocha and Claudio Ferraz and Rodrigo R. Soares","Human Capital Persistence and Development","American Economic Journal: Applied Economics","Rocha_2017","article"
"90","10.1257/app.20150540","https://doi.org/10.1257/app.20150540","2017","oct","American Economic Association","9","4","250--302","Vittorio Bassi and Imran Rasul","Persuasion: A Case Study of Papal Influences on Fertility-Related Beliefs and Behavior","American Economic Journal: Applied Economics","Bassi_2017","article"
"91","10.1257/app.20160089","https://doi.org/10.1257/app.20160089","2018","jan","American Economic Association","10","1","150--174","Ruben Enikolopov and Maria Petrova and Konstantin Sonin","Social Media and Corruption","American Economic Journal: Applied Economics","Enikolopov_2018","article"
"92","10.1257/app.20160278","https://doi.org/10.1257/app.20160278","2018","jan","American Economic Association","10","1","64--105","Bilge Erten and Pinar Keskin","For Better or for Worse?: Education and the Prevalence of Domestic Violence in Turkey","American Economic Journal: Applied Economics","Erten_2018","article"
"93","10.1257/app.20160307","https://doi.org/10.1257/app.20160307","2018","apr","American Economic Association","10","2","202--233","Tatyana Deryugina and Laura Kawano and Steven Levitt","The Economic Impact of Hurricane Katrina on Its Victims: Evidence from Individual Tax Returns","American Economic Journal: Applied Economics","Deryugina_2018","article"
"94","10.1257/mac.20120151","https://doi.org/10.1257/mac.20120151","2016","oct","American Economic Association","8","4","103--141","Thomas Hintermaier and Winfried Koeniger","Debt Portfolios and Homestead Exemptions","American Economic Journal: Macroeconomics","Hintermaier_2016","article"
"95","10.1257/mac.20120222","https://doi.org/10.1257/mac.20120222","2015","apr","American Economic Association","7","2","95--123","Daniel L. Hicks","Consumption Volatility, Marketization, and Expenditure in an Emerging Market Economy","American Economic Journal: Macroeconomics","Hicks_2015","article"
"96","10.1257/mac.20130306","https://doi.org/10.1257/mac.20130306","2015","jan","American Economic Association","7","1","197--232","Olivier Coibion and Yuriy Gorodnichenko","Is the Phillips Curve Alive and Well after All? Inflation Expectations and the Missing Disinflation","American Economic Journal: Macroeconomics","Coibion_2015","article"
"97","10.1257/mac.20130324","https://doi.org/10.1257/mac.20130324","2015","jan","American Economic Association","7","1","77--109","Simon Gilchrist and David L{\'{o}}pez-Salido and Egon Zakraj{\v{s}}ek","Monetary Policy and Real Borrowing Costs at the Zero Lower Bound","American Economic Journal: Macroeconomics","Gilchrist_2015","article"
"98","10.1257/mac.20140003","https://doi.org/10.1257/mac.20140003","2015","jan","American Economic Association","7","1","233--257","Jordi Gal{\'{\i}} and Luca Gambetti","The Effects of Monetary Policy on Stock Market Bubbles: Some Evidence","American Economic Journal: Macroeconomics","Gal__2015","article"
"99","10.1257/mac.20140093","https://doi.org/10.1257/mac.20140093","2017","jan","American Economic Association","9","1","128--164","Klaus Adam and Michael Grill","Optimal Sovereign Default","American Economic Journal: Macroeconomics","Adam_2017","article"
"100","10.1257/mac.20150117","https://doi.org/10.1257/mac.20150117","2016","jul","American Economic Association","8","3","145--174","Todd Schoellman","Early Childhood Human Capital and Development","American Economic Journal: Macroeconomics","Schoellman_2016","article"
"101","10.1257/mac.20150218","https://doi.org/10.1257/mac.20150218","2017","apr","American Economic Association","9","2","228--255","Mary Eschelbach Hansen and Nicolas L. Ziebarth","Credit Relationships and Business Bankruptcy during the Great Depression","American Economic Journal: Macroeconomics","Hansen_2017","article"
"102","10.1257/mac.20140016","https://doi.org/10.1257/mac.20140016","2016","apr","American Economic Association","8","2","111--136","Masazumi Hattori and Andreas Schrimpf and Vladyslav Sushko","The Response of Tail Risk Perceptions to Unconventional Monetary Policy","American Economic Journal: Macroeconomics","Hattori_2016","article"
"103","10.1257/mac.20150331","https://doi.org/10.1257/mac.20150331","2017","oct","American Economic Association","9","4","153--183","Jonathan A. Parker","Why Don't Households Smooth Consumption? Evidence from a {\textdollar}25 Million Experiment","American Economic Journal: Macroeconomics","Parker_2017","article"
"104","10.1257/mac.20140139","https://doi.org/10.1257/mac.20140139","2017","jan","American Economic Association","9","1","40--87","Fabrice Collard and Harris Dellas and Behzad Diba and Olivier Loisel","Optimal Monetary and Prudential Policies","American Economic Journal: Macroeconomics","Collard_2017","article"
"105","10.1257/mac.20140147","https://doi.org/10.1257/mac.20140147","2016","apr","American Economic Association","8","2","215--237","Maya Eden","Excessive Financing Costs in a Representative Agent Framework","American Economic Journal: Macroeconomics","Eden_2016","article"
