"","Timestamp","NetID","DOI","TypeOfArticle","OnlineData","AdditionalMaterialNumber","OnlineMaterials1_DOI","OnlineData_1","DataAbsence","DataRunClean","OnlineDataDOI2","OnlineDataHandle2","OnlineDataURL2","DataAvailability","DataAvailabilityAccess","DataAvailabilityExclusive","OtherNotes1","Is there some other online material that you wish to describe","OnlineDataDOI2_1","OnlineDataHandle2_1","OnlineDataURL2_1","DataAvailability2","DataAvailabilityAccess2","DataAvailabilityExclusive2","OtherNotes2","Do you want to describe another dataset","OnlineDataDOI3","OnlineDataHandle3","OnlineDataURL3","DataAvailability3","DataAvailabilityAccess3","DataAvailabilityExclusive3","OtherNotes3","DataRunFinal","OnlineFinalDataDOI","OnlineFinalDataHandle","OnlineFinalDataURL","FinalDataAvailability","FinalDataAvailabilityAccess","FinalDataAvailabilityExclusive","OtherNotesFinal","DataFormatInputs","OnlineDataFormat2","OnlinePrograms","OnlineProgramsInside","OnlineProgramsDOI","OnlineProgramsHDL","OnlineProgramsURL","DocReadmePresent","DocReadmeContent","ProgramFormat","ProgramSequence","ProgramsDocumentation","ProgramsHeaderAuthor","ProgramsHeaderInfo","ProgramsStructureManual","GeneralNotes","How difficult do you think replicating the article will be","OnlineMaterials","OnlineMaterials1","X61","X62","Do you want to describe another dataset provided with the article","OnlineMaterials1_URL","OnlineMaterials2","OnlineMaterials2_URL","OnlineMaterials2_DOI","Is there some other online material that you wish to describe_1","OnlineMaterials3","OnlineMaterials3_URL","OnlineMaterials3_DOI","AnalysisData","OnlineMaterials1_Description","OnlineMaterials2_Description","OnlineMaterials3_Description","Programs","OnlineDataProvided","DataSetNumbers","DataSetClassification1","OnlineDataDOI1","OnlineDataHandle1","OnlineDataURL1","OnlineDataFormat1","DataSetClassification2","OtherNotes2_1","InputData","InputData1","InputDataRef","InputDataDOI1","InputDataURL1","InputDataHandle1","InputDataFormat1","InputDataAvailability1","X94","InputData2","InputDataDOI2","InputDataHandle2","InputDataURL2","InputDataFormat2","InputDataAvailability2","InputDataOtherNotes1","InputDataOtherNotes2","Flag for follow-up","OnlinePrograms_1","[Row 1]","flag2011"
"11","6/12/2015 10:44:37","nab227","10.1257/app.2.3.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.aeaweb.org/aej/app/data/2009-0087_data.zip",NA,NA,"Stata","Yes","Yes","No","No","No","The instructions for replication are very simple.",2,"Yes","https://www.aeaweb.org/aej/app/app/2009-0087_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is an online theoretical appendix.  There is also a readme file included with the data and programs that explains how to replicate.",NA,NA,"Yes","Yes",NA,"Analysis Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2009-0087_data.zip","Stata",NA,NA,"Yes","MP State Agricultural Marketing Board, Commissioner of Land Records, MP, census of India 2001, and a company's business records",NA,NA,NA,NA,NA,"Don't know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"12","6/12/2015 10:47:46","sjh269","10.1257/app.2.2.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.aeaweb.org/aej/app/data/2008-0126_data.zip",NA,NA,"Stata","Yes","Yes","No","No","No",NA,1,"Yes","https://www.aeaweb.org/aej/app/app/2008-0126_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A table of correlations and graphs",NA,NA,"Yes","Yes",NA,"Analysis Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2008-0126_data.zip","Stata",NA,NA,"Yes","Integrated Public Use Micro Sample",NA,NA,NA,NA,NA,"Yes","Yes","Vital Statistics (Census 1933)",NA,NA,NA,NA,"Don't know",NA,NA,NA,NA,NA,0
"13","6/12/2015 10:48:23","yx77","10.1257/app.2.3.46","Yes",NA,NA,NA,NA,"Confidential Data, Proprietary Data",NA,NA,NA,NA,NA,"Yes","Yes",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.2.3.46",NA,"http://www.aeaweb.org/aej/app/data/2009-0141_data.zip",NA,NA,"Stata","No","Yes","No","No","Yes",NA,4,"Yes","https://www.aeaweb.org/aej/app/app/2009-0141_app.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,"Confidential",NA,NA,"Yes","Simaniger",NA,NA,"http://www.sima-niger.net/index.php",NA,"Stata","No","Yes","Niger",NA,NA,"http://www.ne.zain.com/fr/.","Stata","No",NA,NA,NA,NA,NA,0
"14","6/12/2015 11:03:55","yx77","10.1257/app.2.3.228","Yes",NA,NA,NA,NA,"Confidential Data",NA,NA,NA,NA,NA,"Yes","Yes",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.2.3.228",NA,"http://www.aeaweb.org/aej/app/data/2009-0244_data.zip",NA,NA,"Stata","No","No","No","No","Yes",NA,3,"Yes","https://www.aeaweb.org/aej/app/app/2009-0244_app.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,"Confidential",NA,NA,"Yes","University of Chicago",NA,NA,NA,NA,"Stata","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"15","6/12/2015 11:13:06","yx77","10.1257/app.2.4.177","Yes",NA,NA,NA,NA,"Confidential Data",NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.2.4.177",NA,"http://www.aeaweb.org/aej/app/data/2009-0248_data.zip",NA,NA,"Stata","Yes","Yes","Yes","Yes","No",NA,3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,"Confidential",NA,NA,"Yes","Insurance Company",NA,NA,NA,NA,"Stata","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"16","6/12/2015 11:42:29","nab227","10.1257/app.2.3.205","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The article did not mention making any changes to the data but also did not mention how to find the original data.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.aeaweb.org/aej/app/data/2008-0221_data.zip",NA,NA,"Stata","Yes","Yes","No","No","No","The instructions given for replication are very long and there are a lot of do files and data files.",3,"Yes","https://www.aeaweb.org/aej/app/data/2008-0221_data.zip",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is a readme file that has steps for replication.",NA,NA,"Yes","Yes",NA,"Don't Know",NA,NA,"http://www.aeaweb.org/aej/app/data/2008-0221_data.zip","Stata",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"17","6/12/2015 12:27:47","sjh269","10.1257/app.2.2.179","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing",NA,NA,NA,NA,NA,"The data is supplied, but there does not seem to be any code or replicating that needs to be done",1,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Analysis Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2009-0187_data.zip","Excel",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,"Disclosure forms if financial and business interests for members of parliament",NA,NA,NA,NA,0
"18","6/12/2015 12:44:51","sjh269","10.1257/app.2.3.129","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.aeaweb.org/aej/app/data/2008-0059_data.zip",NA,NA,"Stata","Yes","Yes","No","No","No",NA,2,"Yes","https://www.aeaweb.org/aej/app/app/2008-0059_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Technical Appendix, Supplementary Decomposition Tables",NA,NA,"Yes","Yes",NA,"Analysis Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2008-0059_data.zip","Stata",NA,NA,"Yes","National Longitudinal Study of the High School Class of 1972",NA,NA,NA,NA,NA,"Don't know","Yes","National Educational Longitudinal Study of 1988",NA,NA,NA,NA,"Don't know",NA,NA,NA,NA,NA,0
"19","6/12/2015 12:53:48","sjh269","10.1257/app.2.4.76","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.aeaweb.org/aej/app/data/2009-0106_data.zip",NA,NA,"Stata","Yes","Yes","No","No","No",NA,1,"Yes","https://www.aeaweb.org/aej/app/app/2009-0106_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Details of sample creation, detailing replication of an older paper, graphs",NA,NA,"Yes","Yes",NA,"Analysis Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2009-0106_data.zip","Stata",NA,NA,"Yes","NLSY79",NA,NA,NA,NA,NA,"Don't know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20","6/14/2015 8:50:49","yc769","10.1257/app.2.1.116","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The datasets are: the National Longitudinal Survey of the High School Class of 1972 (NLS-72), Baccalaureate and Beyond (B&B), and the College and Beyond database (C&B). The first two datasets provide a snapshot of a nationally representative sample of HBCU students at two points in time: 1972 and 1992.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.aeaweb.org/aej/app/data/2007-0085_data.zip",NA,NA,"Stata, SAS","Yes","Yes","No","No","No","The dataset are pretty chaotic, the folder organization is different than described in readme file.",4,"Yes","https://www.aeaweb.org/aej/app/app/2007-0085_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"describes the density distribution of different propensity score

and makes comparison between HBCU and TWI",NA,NA,"Yes","Yes",NA,"Input Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2007-0085_data.zip","Stata, CSV, SAS",NA,NA,"Yes","National Longitudinal Survey of the High School Class of 1972 (NLS-72), Baccalaureate and Beyond (B&B), and the College and Beyond database (C&B).",NA,NA,NA,NA,"Stata, CSV","Don't know","No",NA,NA,NA,NA,NA,NA,"It is noted that some dataset are removed from a folder,

However, I can actually see those supposedly removed datasets stored in the very folder.

Those dataset seems to be central to the analysis",NA,NA,NA,NA,0
"21","6/14/2015 17:23:10","nab227","10.1257/app.2.4.150","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.aeaweb.org/aej/app/data/2009-0223_data.zip",NA,NA,"Stata, SAS","Yes","Yes","No","No","No",NA,3,"Yes","https://www.aeaweb.org/aej/app/data/2009-0223_data.zip",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contains readme files that have replication instructions.  There is also an online appendix.",NA,NA,"Yes","Yes",NA,"Analysis Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2009-0223_data.zip","Stata",NA,NA,"Yes","Ontario Ministry of Education",NA,NA,NA,NA,NA,"Don't know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"22","6/15/2015 9:14:04","yc769","10.1257/app.2.2.72","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It seems that the author arrive at final result directly from the input data without involving analysis data","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.aeaweb.org/aej/app/data/2007-0058_data.zip",NA,NA,"Stata","Yes","Yes","Yes","Yes","No","Data and programs seems to be pretty simple

there's only one program code file which is very well documented",2,"Yes","https://www.aeaweb.org/aej/app/app/2007-0058_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"descriptive statistics on supporting data, 

including malaria prevalence and decline of malaria prevalence, also includes graph of labor participation rate",NA,NA,"Yes","Yes",NA,"Input Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2007-0058_data.zip","Stata, CSV",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"23","6/15/2015 9:48:09","yc769","10.1257/app.2.2.241","Yes",NA,NA,NA,NA,"need to retrieve them from the particular school",NA,NA,NA,NA,NA,"Yes","No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.aeaweb.org/aej/app/data/2009-0137_data.zip",NA,NA,"Stata","Yes","No","No","No","No","Data is missing in this research

Also, there are a lot of do files which means a lot of program to run.

It appears each do file set its own root folder, which means the replicator will have to adjust them all

Lastly, the readme file is very poorly formatted....",5,"Yes","http://www.aeaweb.org/aej/app/app/2009-0137_app.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Addition detail on the school where the research is conducted.

Also contains another approach to the same topic of this paper: Mote Caro Simulation",NA,NA,"Yes","No",NA,NA,NA,NA,NA,"Confidential",NA,NA,"Yes",NA,NA,NA,NA,NA,"Stata","Don't know","No",NA,NA,NA,NA,NA,NA,"The author states that those data could be obtained by submitting request to the school where the research is conducted

""The orginal data used in this paper can be obtained from Bocconi University by
contacting Lorenzo Peccati (lorenzo.peccati@unibocconi.it) and submitting a specific
research project (which can very well be the mere replication of our results).""",NA,NA,NA,NA,0
"24","6/15/2015 10:52:11","yc769","10.1257/app.2.3.190","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the specific information is detailed in readme file, which record each columns of tables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.aeaweb.org/aej/app/data/2009-0154_data.zip",NA,NA,"Stata","No","No","No","No","Yes","The program needs a lot of configuration before being runnable, which increases dificulties of replication

However, all programs are organized around tables they produce, which makes checking agianst paper easy.",3,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Input Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2009-0154_data.zip","Stata",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
