"","DOI","Title","Pages","Entry Questionnaire","AEJ Edition","Year","Expected Difficulty","Replicator","Completed","Replicated","Main Issue","Type of Missing Data","2nd Replicator","Completed_1","Replicated_1","Data Type","Data Access Type","Data Comments","Data URL","Data Contact","worksheet"
"11","10.1257/app.1.1.22","Labor Supply Responses to Large Social Transfers: Longitudinal Evidence from South Africa",30,"Complete","2009 vol. 1",2009,NA,"Qianyan","Yes","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","Africa Centre data: ""Africa Centre data are not released in the public domain but researchers may submit an application together with a Data Analysis Plan to senior Africa Centre staff for consideration (see http://www.africacentre.ac.za/Default.aspx?tabid=69 for details). The following Africa Centre datasets were used in this paper: HSE1, HSE2, Individuals, Household Memberships, Household Residences, Households, Bounded Structures. The 29 September 2006 versions of these files were used.

""","Y","N","Summer2016"
"12","10.1257/app.1.3.1","Are Women More Credit Constrained? Experimental Evidence on Gender and Microenterprise Returns",34,"Complete","2009 vol. 1",2009,NA,"Qianyan","Yes","Partial","data and tables all over the place, hard to find out which results correspond to which table",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
"13","10.1257/app.1.1.112","Many Children Left Behind? Textbooks and Test Scores in Kenya",NA,NA,"2009 vol. 1",2009,NA,"Qianyan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
"14","10.1257/app.1.4.1","Do Television and Radio Destroy Social Capital? Evidence from Indonesian Villages",NA,NA,"2009 vol. 1",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
"15","10.1257/app.1.2.64","What Determines Giving to Hurricane Katrina Victims? Experimental Evidence on Racial Group Loyalty",NA,NA,"2009 vol. 1",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
"16","10.1257/app.1.1.183","Biological Gender Differences, Absenteeism, and the Earnings Gap",NA,"Complete","2009 vol. 1",2009,NA,"Koonj","Yes","No","Confidential Data","Confidential Data",NA,NA,NA,"private, other","informal access, no commitment","Personnel dataset of a large Italian bank, which contains the exact
date and duration of every employee absence from work""For access to the data used in this paper, please contact Andrea Ichino <andrea.ichino@unibo.it>.""","N","Y","Summer2016"
"17","10.1257/app.1.2.176","History Matters: The Long-Term Impact of Colonial Public Investments in French West Africa",NA,"Complete","2009 vol. 1",2009,NA,"Koonj","Yes","No","Missing Data",NA,NA,NA,NA,"administrative, national","no information","""Data on current performances come from national household surveys: EPCV (1998) for Upper Volta, ESAM II (2000) for Senegal, EIBC (1994) for Guinea, EPCES (1995) for Niger, EMCES (1994) for Mali, EPDS (1993) for Ivory Coast, and EPCV (1995) for Mauritania. These surveys report the localities where people live. I collected the geographical coordinates of household localities on the Web site of Falling Rain Genomics (http:// www.fallingrain.com/world/). All data on colonial period, except hostility toward colonial power, come from
the annual colonial budgets. In this paper, I use data from each year from 1910 to
1920, and also data from 1923, 1925, 1928, 1930, 1933, 1936, and 1939. The volumes
from 1910 to 1928 are located in Dakar (Archives Nationales du Sénégal), the
later in Paris (Bibliothèque Nationale Française). Year of Colonial Conquest’s Beginning.—I collected district-level data on
French military expansion using French military archives (Pierre Deloncle 1934,
Albert Alfred Louis Duboc 1939). ""","Y","N","Summer2016"
"18","10.1257/app.1.1.1","Educational Debt Burden and Career Choice: Evidence from a Financial Aid Experiment at NYU Law School",NA,"Complete","2009 vol. 1",2009,NA,"Koonj","Yes","No","Confidential Data","Confidential Data",NA,NA,NA,"private, other","no information","""As part of the IFAS evaluation, data were collected from six sources: law school applications; financial aid applications; law school academic records; first year entry surveys on work experience, personal debt, career goals, and job preferences; third-year exit surveys identical to the entry survey but including school and summer activities; and work experience surveys mailed biennally for six years after graduation.""","N","N","Summer2016"
"19","10.1257/app.1.1.86","Sticking with Your Vote: Cognitive Dissonance and Political Attitudes",NA,"Complete","2009 vol. 1",2009,NA,"Koonj","Yes","No","Missing Data",NA,NA,NA,NA,NA,NA,"""The primary dataset used for this analysis is the American National Election Studies Cumulative Data File freely available for download at http://www.electionstudies.org/studypages/download/datacenter_all.htm""","Y","N","Summer2016"
"20","10.1257/app.1.3.170","HIV/AIDS and Fertility",NA,NA,"2009 vol. 1",2009,NA,"Koonj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
"21","10.1257/app.1.3.33","The Effect of Grade Retention on High School Completion",NA,"Complete","2009 vol. 1",2009,NA,"Yang","Yes","Partial","Confidential Data","Confidential Data",NA,NA,NA,"administrative, regional","formal access","""We obtained the underlying student-level data used in this analysis from the Chicago Public Schools (CPS) on a restricted-use basis that prohibits us from sharing the data with others. However, other researchers are able to apply to the CPS to obtain access to this data. For information on how to apply for such data, please see the CPS website: http://research.cps.k12.il.us/cps/accountweb/"". Instructions follow in the ""READ_ME_AEJApp-2007-0053.pdf"" file.","Y","N","Summer2016"
"22","10.1257/app.1.2.1","Are There Missing Girls in the United States? Evidence from Birth Data",NA,"Complete","2009 vol. 1",2009,NA,"Yang","Yes","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, regional","formal access","""The Census data are available in the public domain. The data were obtained by the author through the Inter-University Consortium for Political and Social Research (ICPSR) at http://icpsr.umich.edu/."" ""The federal birth data are available in the public domain. The data were obtained by the author through the National Bureau of Economic Research (NBER) at http://www.nber.org/data/vital-statistics-natality-data.html"" ""The California birth data are publicly available but must be purchased from the State of California's Center for Health Statistics: http://ww2.cdph.ca.gov/data/dataresources/requests/Documents/birthresearchApp.doc. In order to obtain personal identifiers (such as those used in the paper to maternally link the data), approval must be obtained from the Committee for the Protection of Human Subjects (CPHS)""","Y","N","Summer2016"
"23","10.1257/app.1.2.53","Income Inequality and Progressive Income Taxation in China and India, 1986-2015",NA,"Complete","2009 vol. 1",2009,NA,"Yang","Yes","No","Missing Data",NA,NA,NA,NA,NA,NA,"""All the data used in this paper are contained in the Excel file ""Data Appendix April 2008"". The income data from this file are comprised of tabulations constructed for us from the National Bureau of Statistics of China. The tax revenues data are derived from the National Statistical Tax Yearbook of China.""",NA,NA,"Summer2016"
"24","10.1257/app.1.4.140","Iodine Deficiency and Schooling Attainment in Tanzania",NA,NA,"2009 vol. 1",2009,NA,"Yang","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,"Need to delete all “;” , comment out all ""outreg"", and change “analysis_sample_dhs_2004.dta” into “analysis_sample_tdhs_2004.dta” in AEJApp-2008-0158_Tables.do",NA,NA,"Summer2016"
"25","10.1257/app.1.3.59","Legal Reform and Loan Repayment: The Microeconomic Impact of Debt Recovery Tribunals in India",NA,"Complete","2009 vol. 1",2009,NA,"Yang","Yes","No","Confidential Data","Confidential Data",NA,NA,NA,"private, other","informal access, no commitment","""The data are from the private database of ICICI Bank Ltd. They are stored in the SYMBOLS database, which is housed at the Lower Parel office of the bank, in Mumbai. ICICI Bank now handles all research-related requests for data through the Institute for Financial Management and Research (IFMR), Chennai. To make a request, please contact Mr. R. Chandrasekar at the address below, with a written request explaining your research project and how the data will be used. Professor R. Chandrasekar, Dean, Academic Affairs, Centre for Advanced Financial Studies, Institute for Financial Management and Research, 24, Kothari Road, Nungambakkam, Chennai - 600034, India."" Email: sekar@ifmr.ac.in. Includes phone, fax.","N","Y","Summer2016"
"26","10.1257/app.1.2.128","A Cautionary Tale About the Use of Administrative Data: Evidence from Age of Marriage Laws",NA,NA,"2009 vol. 1",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
"27","10.1257/app.1.4.69","The Effects of Peer Group Heterogeneity on the Production of Human Capital at West Point",NA,NA,"2009 vol. 1",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
"28","10.1257/app.1.3.82","The Smuggling of Art, and the Art of Smuggling: Uncovering the Illicit Trade in Cultural Property and Antiques",NA,NA,"2009 vol. 1",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
"29","10.1257/app.1.1.251","The Social Multiplier and Labor Market Participation of Mothers",NA,NA,"2009 vol. 1",2009,NA,"Madeline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
"30","10.1257/app.1.2.88","Do Labor Market Rigidities Have Microeconomic Effects? Evidence from Within the Firm",NA,"Complete","2009 vol. 1",2009,NA,"Yang","Yes","No","Confidential Data","Confidential Data",NA,NA,NA,"private, commercial entity","informal access, no commitment","Confidential Data from a private international fast food chain company. ""The weekly sales-level data is proprietary and under a confidentiality agreement and therefore cannot be made public.""","N","N","Summer2016"
"31","10.1257/app.1.4.85","Teaching Students and Teaching Each Other: The Importance of Peer Learning for Teachers",NA,NA,"2009 vol. 1",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
"32","10.1257/app.1.3.97","To Work or Not to Work? Child Development and Maternal Labor Supply",NA,"Complete","2009 vol. 1",2009,NA,"Yang","Yes","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","National Confidential data from Australia. ""To access the data, visit the Longitudinal Study of Australian Children (LSAC) website: http://www.aifs.gov.au/growingup/data.html and complete the order form and Deed of License. On receipt of these forms, the administrators will post a CD containing the data (in SAS and SPSS formats) and all documentation. All researchers working at either universities or private research institutions can potentially gain access to the data.""","Y","N","Summer2016"
"33","10.1257/app.1.4.170","How Large Are Non-Budget-Constraint Effects of Prices on Demand?",NA,NA,"2009 vol. 1",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
"34","10.1257/app.1.2.150","A Biological Model of Unions",NA,NA,"2009 vol. 1",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2016"
