"","DOI","Title","Pages","Entry Questionnaire","AEJ Edition","Year","Expected Difficulty","Replicator","Completed","Replicated","Main Issue","Type of Missing Data","2nd Replicator","Completed_1","Replicated_1","Data Type","Data Access Type","Data Comments","Data URL","Data Contact","worksheet"
"16","10.1257/app.2.1.193","Present-Biased Preferences and Credit Card Borrowing","193-210","Haeyong","2010 vol. 2",2010,3,"Yaxian (Kelly)","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","informal access, no commitment","It is possible to gain access to the data and the codes in two sites: 1. The Federal Reserve Bank in Boston, 600 Atlantic Ave # 100, Boston, MA 02210. 2. Columbia University, Graduate School of Business, 710 Uris Hall, 3022 Broadway,
New York, NY 10027.
The contact person to gain access to the data and for any questions regarding the data is Stephan Meier, Columbia University, Graduate School of Business, 710 Uris Hall, 3022 Broadway, New York, NY 10027, p: +1(212)851-1801, e: sm3087@columbia.edu","N","Y","First2015"
"17","10.1257/app.2.2.164","Promoting Healthy Choices: Information versus Convenience","164-78","Alice","2010 vol. 2",2010,3,"Alice","Y","Mostly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2015"
"18","10.1257/app.2.3.190","Service Delivery and Corruption in Public Services: How Does History Matter?","190-204","Yuxin","2010 vol. 2",2010,3,"Alice","Y","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2015"
"19","10.1257/app.2.3.205","Teacher Incentives","205-27","Nathan","2010 vol. 2",2010,3,"Nathan","Y","No","Code Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2015"
"20","10.1257/app.2.3.228","Dynamics of the Gender Gap for Young Professionals in the Financial and Corporate Sectors","228-55","Yaxian (Kelly)","2010 vol. 2",2010,3,"Alice","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"private, other","informal access, no commitment","See Section I of the paper for details. For confidentiality reasons, we cannot make this stata data set publicly available","N","N","First2015"
"21","10.1257/app.2.3.256","Freedom Fries","256-81","Haeyong","2010 vol. 2",2010,3,"Nathan","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","To obtain the data go to www.bea.gov/international/bp_web/list.cfm?anon=71&registered=0","Y","N","First2015"
"22","10.1257/app.2.4.150","School Competition and Efficiency with Publicly Funded Catholic Schools","150-76","Nathan","2010 vol. 2",2010,3,"Nathan","Y","Partial","Code Error",NA,"Sarah","Y","Partial (SAS files couldn't run)",NA,NA,NA,NA,NA,"First2015"
"23","10.1257/app.2.4.177","(Over)insuring Modest Risks","177-99","Yaxian (Kelly)","2010 vol. 2",2010,3,"Yaxian (Kelly)","Y","No","Confidential Data","Proprietary Data",NA,NA,NA,"private, commercial entity","informal access, commitment","The author can make the data available for academic researchers interested in replicated the results in this paper. In order to obtain the data for replication, you will need to contact the author (email at: jsydnor@bus.wisc.edu.) You will be asked to sign a non-disclosure agreement and your access to the data will be limited to use in replication of the results in this paper.","N","Y","First2015"
"24","10.1257/app.2.1.116","The Changing Consequences of Attending Historically Black Colleges and Universities","116-48","Yuxin","2010 vol. 2",2010,4,"Yaxian (Kelly)","Y","Partial",NA,NA,"Sarah","Y","N (Code errors)",NA,NA,NA,NA,NA,"First2015"
"25","10.1257/app.2.1.211","Externalities in the Classroom: How Children Exposed to Domestic Violence Affect Everyone's Kids","211-28","Alice","2010 vol. 2",2010,4,"Sarah","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, local","informal access, no commitment","School Board of Alachua County in Florida","N","N","First2015"
"26","10.1257/app.2.2.147","Information, Preferences, and Public Benefit Participation: Experimental Evidence from the Advance EITC and 401(k) Savings","147-63","Haeyong","2010 vol. 2",2010,4,"Sarah","Y","No","Confidential Data","Proprietary Data",NA,NA,NA,"private, other","no information","large-scale, nationwide firm in the retail sector.","N","N","First2015"
"27","10.1257/app.2.3.46","Information from Markets Near and Far: Mobile Phones and Agricultural Markets in Niger","46-59","Yaxian (Kelly)","2010 vol. 2",2010,4,"Yuxin","Y","No","Confidential Data",NA,NA,NA,NA,"private, commercial entity","informal access, no commitment","Current price data in dataset #1 can be obtained by visiting http://www.sima-niger.net/index.php, and historical price data can usually be obtained (at a fee) via the website. Current data on the location of current mobile phone tower coverage in Niger (dataset #2) can be obtained by visiting http://www.ne.zain.com/fr/.Bulletins on rainfall data can be obtained via http://www.meteo-niger.net/html/buldecadaires.htm, but primary data must be requested, in person, at the Direction de la Meteo in Niamey, Niger","Y","N","First2015"
"28","10.1257/app.2.2.241","Identification of Social Interactions through Partially Overlapping Peer Groups","241-75","Yuxin","2010 vol. 2",2010,5,"Yuxin","Y","No","Confidential Data",NA,NA,NA,NA,"private, other","informal access, commitment","Obtained from Bocconi University by contacting Lorenzo Peccati (lorenzo.peccati@unibocconi.it) and submitting a specific research project","N","Y","First2015"
"29","10.1257/app.2.3.96","Do Temporary-Help Jobs Improve Labor Market Outcomes for Low-Skilled Workers? Evidence from 'Work First'","96-128","Alice","2010 vol. 2",2010,5,"Alice","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, local","informal access, commitment","Detroit Work First program linked with unemployment insurance (UI) wage records for the State of Michigan","N","N","First2015"
"30","10.1257/app.2.1.86","Parents' Incomes and Children's Outcomes: A Quasi-experiment Using Transfer Payments from Casino Profits","86-115","Cynthia","2010 vol. 2",2010,NA,"Sarah","Y","No","Confidential Data","Proprietary Data",NA,NA,NA,"private, commercial entity","informal access, no commitment","It is possible to gain access to the data itself while working in conjunction with the primary investigators of this research. The contact person is E. Jane Costello at Center for Developmental Epidemiology, Department of Psychiatry and Behavioral Sciences, Duke University Medical Center, Box 3454, Durham, NC 27710 (email: jcostell@psych.duhs.duke.edu).","N","Y","First2015"
"31","10.1257/app.2.2.46","Malaria Eradication and Educational Attainment: Evidence from Paraguay and Sri Lanka","46-71","Cynthia","2010 vol. 2",2010,NA,"Sarah","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","Access is free and can be requested through www.measuredhs.com. Their data availability policy prohibits the distribution of data to non-registered users.","Y","N","First2015"
"32","10.1257/app.2.2.210","An Empirical Analysis of the Gender Gap in Mathematics","210-40","Cynthia","2010 vol. 2",2010,NA,"Nathan","Y","No","Confidential Data",NA,NA,NA,NA,"administrative, national","no information","Data from the National Assessment of Educational Progress","N","N","First2015"
"33","10.1257/app.2.3.158","US Environmental Regulation and FDI: Evidence from a Panel of US-Based Multinational Firms","158-89","Cynthia","2010 vol. 2",2010,NA,"Nathan","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","informal access, no commitment","Placed the code and data on a server at BEA that is accessible to researchers who have been granted permission by BEA to work with the data. To apply for permission to access the data,please follow the directions outlined as follows:http://www.bea.gov/about/research_program.htmThe programs can be found in Rema Hanna’s directory, in the AEJ Revision Folder.  Please consult her for assistance.","Y","N","First2015"
"34","10.1257/app.2.4.105","The Flattening Firm and Product Market Competition: The Effect of Trade Liberalization on Corporate Hierarchies","105-27","Cynthia","2010 vol. 2",2010,NA,"Yaxian (Kelly)","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"private, commercial entity","informal access, no commitment","Any inquiries on replication of the results in this paper should be addressed to Julie Wulf jwulf@hbs.edu. In order to gain direct access to the original corporate hierarchies dataset, researchers can contact Mark Ubelhart at Hewitt Associates, 100 Half Day Road, Lincolnshire, Illinois 60069-3342, Tel: (847) 295-5000","N","Y","First2015"
"35","10.1257/app.2.4.128","Minimum Wages and Earnings Inequality in Urban Mexico","128-49","Yuxin","2010 vol. 2",2010,NA,"Yaxian (Kelly)","Y","No","Corrupted Data",NA,"Sarah","N","N (Code errors)",NA,NA,NA,NA,NA,"First2015"
