"","DOI","Title","Pages","Entry Questionnaire","AEJ Edition","Year","Expected Difficulty","Replicator","Completed","Replicated","Main Issue","Type of Missing Data","2nd Replicator","Completed_1","Replicated_1","Data Type","Data Access Type","Data Comments","Data URL","Data Contact","X21","worksheet"
"11","10.1257/app.6.1.190","The Historically Evolving Impact of the Ogallala Aquifer: Agricultural Adaptation to Groundwater and Drought",NA,NA,6,2014,NA,"Evan","Yes","Partially","Code does not replicate some of the tables",NA,NA,NA,NA,"Administrative, regional","informal access","This document describes the data, programs, and procedure for creating the Tables and Figures contained in The Historically Evolving Impact of the Ogallala Aquifer: Agricultural Adaptation to Groundwater and Drought by Richard Hornbeck and Pinar Keskin.","https://www.aeaweb.org/aej/app/data/0601/2012-0256_data.zip","N",NA,"Summer2017"
"12","10.1257/app.6.1.253","Parental Education and Offspring Outcomes: Evidence from the Swedish Compulsory School Reform",NA,NA,6,2014,NA,"Chuhan","Yes","No","Confidential Data","Confidential data",NA,NA,NA,"Administrativem national","Formal access","""The main data sets being used to arrive at the outcome variables are the 1999 Swedish population register (Registret över totalbefolkningen - RTB) and the Enlistment register for the 1969- 1997 period. These data are collected by the National Service Administration (NSA) but older records are to be ordered from the Military Archives.""","http://www.epn.se/en/start/startpage/","Ethical Review Board (ERB)",NA,"Summer2017"
"13","10.1257/app.6.2.195","Testing Paternalism: Cash versus In-Kind Transfers",NA,NA,6,2014,NA,"Chris","Yes","Partial","Code does not replicate some of the tables",NA,NA,NA,NA,"Administrative, national, not confidential","informal access","The paper uses administrative data from a survey conducted by Mexico's National Institute of Public Health","N","N",NA,"Summer2017"
"14","10.1257/app.6.3.103","Cross-Border Media and Nationalism: Evidence from Serbian Radio in Croatia",NA,NA,6,2014,NA,"Yudi","Yes","Partially","Output not labeled based on the tables in the article. Tables 6-8 in the article cannot be linked to output from dataset. Significance results stay the same.",NA,NA,NA,NA,"Private","informal access","""We construct two measures of the reception of Serbian radio in a village. The  rst measure, which is available for the baseline sample of 139 villages, is based on hand-collected data obtained while travelling throughout the region in June 2009 and June 2010. In the center of each village (near the church or the war monument), we used a portable radio receiver to test whether the RTS Serbian stations were available. We count a radio station as available if its quality was good enough to listen to it based on the subjective assessment of two people. The measure of availability is an indicator for whether at least one RTS radio station is available.
The second measure of reception of Serbian radio is the signal strength con- structed using the location and power of RTS transmitters.10 This measure is available for the extended sample of all 417 villages located within 75 kilometers from the Croatian-Serbian border.""","N","N",NA,"Summer2017"
"15","10.1257/app.6.1.220","Selection and Economic Gains in the Great Migration of African Americans: New Evidence from Linked Census Data",NA,NA,6,2014,NA,"Yudi","Yes","Yes","No issue","no missing data",NA,NA,NA,"Administrative","informal access","The authors a new panel dataset of more than 5,000 men matched from the 1910 to 1930 census manuscripts. ""First, as mentioned above, we have created a new dataset that matches south- ern-resident African American males from the public-use microdata sample of the 1910 Census of Population (Ruggles et al. 2010) to the same men in the hand- written manuscripts of the 1930 census. We have transcribed key variables on labor market outcomes from the 1930 manuscripts. The resulting linked dataset includes an extensive set of personal, family, and local characteristics for more than 5,000 black males before and after the start of the Great Migration.""","N","N",NA,"Summer2017"
"16","10.1257/app.6.3.159","Meet the Press: How Voters and Politicians Respond to Newspaper Entry and Exit",NA,NA,6,2014,NA,"Yudi","Yes","Yes","no issue","no missing data",NA,NA,NA,"Administrative, private, regional","informal access","This paper uses an original dataset covering the presence of local news in medium-large Italian cities in the period 1993- 2010. The data comes from a variety of sources, including: es. The Italian Authority for Communication (AGCOM)'s annual reports, detailed information from Lenzi (2001), Iannace (1989) and Grandinetti (2008), the information contained in the ""Grande Libro della Stampa Italiana,"" and website archive.org","N","N",NA,"Summer2017"
"17","10.1257/app.6.2.76","Demand Spillovers, Combative Advertising, and Celebrity Endorsements",NA,NA,6,2014,NA,"Yudi","Yes","No","Confidential Data","proprietary, private",NA,NA,NA,"proprietary, national, private, commercial","formal access","The authors use sales and return data at the point of sale from Nielsen’s BookScan panel, a proprietary point-of-sale dataset representing approximately 75 percent of total US book sales. ""These data come from chain booksellers such as Borders, Barnes and Noble, and Books-a-Million, as well as a large number of independent booksellers. BookScan also receives data from online retailers such as Amazon.com, and Powells.com. It does not collect data for sales that occur at Wal-Mart, many grocery stores, or for the sales of electronic books."" ""This analysis uses title-level data from January 2001 to June 2011 and aggregate sales data from January 2004 to June 2011.""","N","Jonathan Stolper: jonathan.stolper@nielsen.com",NA,"Summer2017"
"18","10.1257/app.6.4.66","Price, Quality, and Variety: Measuring the Gains from Trade in Differentiated Products",NA,NA,6,2014,NA,"Yudi","Yes","No","Confidential Data","proprietary data",NA,NA,NA,"private, proprietary data from commercial entity","formal access","The anthor uses ""data on Indian imports of computer printers from 1996 to 2005."" ""The product-level data come from the IDC Hardcopy Peripherals Database (International Data Corporation (IDC) 2008). For each printer model, the data list its quantity sold and average price for every quarter from the beginning of 1996 to the second quarter of 2006.""","N","George Gibson and Mary Carlin",NA,"Summer2017"
"19","10.1257/app.6.3.189","Persistence of Population Shocks: Evidence from the Occupation of West Germany after World War II",NA,NA,6,2014,NA,"Yudi","Yes","Partially","Most results for table 3 do not match. Some standard deviations do not match, but significance results stay the same","no missing data",NA,NA,NA,"administrative, national","informal access","
'The main data source for this paper is census data from censuses in 1950, 1961, and 1970.' The author also uses census data from 1910 and 1939. 'The data was obtained by digitizing the data sources cited in the paper using Abbyy FineReader. After manual verification of the digitization, the data has been merged into a single file.'","https://www.aeaweb.org/aej/app/data/0603/2013-0007_data.zip","N",NA,"Summer2017"
"20","10.1257/app.6.3.20","Race and College Success: Evidence from Missouri",NA,NA,6,2014,NA,"Chuhan","Yes","No","Confidential Data",NA,"Proprietary",NA,NA,"administrative, regional","informal access, no commitment","""The data for this research are proprietary and made available by the Missouri Department of Higher Education (DHE). Outside researchers should feel free to contact the DHE to inquire about the data (http://www.dhe.mo.gov/) but the DHE has made no promises about sharing the data broadly.""","http://www.dhe.mo.gov/","Missouri Department of Higher Education",NA,"Summer2017"
"21","10.1257/app.6.2.152","The Demand for Medical Male Circumcision",NA,NA,6,2014,NA,"Chris","Yes","Yes","No problem","No problem",NA,NA,NA,"Public","informal access, no commitment",NA,"https://www.aeaweb.org/aej/app/data/0601/2011-0097_data.zip","N",NA,"Summer2017"
"22","10.1257/app.6.1.108","Awarding Price, Contract Performance, and Bids Screening: Evidence from Procurement Auctions",NA,NA,6,2014,NA,"Evan","Yes","Partially","Errors in the code prevents the successful running of the whole program.",NA,NA,NA,NA,"Public","informal access, no commitment","Authority.dta: This is the dataset referenced with this same name in the paper;
 IE.dta: This is the dataset referenced with this same name in the paper;
Variables List.xlsx: This is an Excel file giving a short description of each variable contained in the two datasets;
analysis 2013.do: This is the main Stata code producing all the tables in both the paper and theweb appendix;
 Do File: This is a folder containing all the do files called by analysis 2013.do.","https://www.aeaweb.org/aej/app/data/0601/2012-0433_data.zip","N",NA,"Summer2017"
"23","10.1257/app.6.1.133","Competitive Effects of Means-Tested School Vouchers",NA,NA,6,2014,NA,"Chuhan","Yes","No","Confidential Data","Administrative",NA,NA,NA,"administrative, regional","informal access, no committment","""Due to confidentiality restrictions, we were required by the Florida Department of Education to fully de-identify all data (including school identifiers) and provide information only at the aggregate school level. Therefore, the results generated from running the same regressions with aggregate data vary modestly from (though the magnitudes and statistical significance levels are very similar to) the results reported in the paper.""","N","Florida Department of Education",NA,"Summer2017"
"24","10.1257/app.6.1.1","Dynamic Implications of Subjective Expectations: Evidence from Adult Smokers",NA,NA,6,2014,NA,"Chris","Yes","No","Old version of publicly accessible data, requires application [Matlab files: possibly reassign to Yudi]","Administrative, national","Yudi","Yes","No","N/A","formal access","Requires application after making a RAND account for an old version of current data. The dataset we got from the author is a merged version of all datasets required for replication. With the merged dataset, replication cannot be performed","N/A","RAND",NA,"Summer2017"
"25","10.1257/app.6.3.234","Effects of School Quality on Student Achievement: Discontinuity Evidence from Kenya",NA,NA,6,2014,NA,"Evan","Yes","No","Confidential Data","Administrative, regional",NA,NA,NA,"administrative, regional","formal access","Unfortunately, because of agreements with various data collection
agencies we are unable to directly post the data that were used to
create the estimations that appear in our paper. The data came from
a number of different sources. Instructions for accessing data from
each source appear below. Researchers may be required to obtain a
research permit. Lack of a permit may delay or hinder the ability
to access data. Details can be obtained from
http://www.kenyaembassy.com/documents/research.pdf.
Additionally we recommend that researchers physically visit each
office.","
http://www.kenyaembassy.com/documents/research.pdf.","Kenya National
Examination Council",NA,"Summer2017"
"26","10.1257/app.6.4.90","Team Incentives for Education in Developing Countries: A Randomized Field Experiment in Benin",NA,NA,6,2014,NA,"Chuhan","Yes","Partially","Results from Table 1, 2, 3 are not located in the results of the code. The do file and readme file didn't specify which part of the result should be searched to find the corresponding results. Results from Table 4, 6 and 7 mostly differs from the result of the code at 2nd digit after the decimal.","No missing data",NA,NA,NA,NA,NA,NA,"https://www.aeaweb.org/aej/app/data/0604/2011-0094_data.zip",NA,NA,"Summer2017"
"27","10.1257/app.6.4.1","Should Aid Reward Performance? Evidence from a Field Experiment on Health and Education in Indonesia",NA,NA,6,2014,NA,"Chris","Yes","Partially","Tables 12 and 13 not found in the output files (important results)","N/A",NA,NA,NA,"Public","N/A",NA,NA,NA,NA,"Summer2017"
"28","10.1257/app.6.1.38","Influenza Vaccination Campaigns: Is an Ounce of Prevention Worth a Pound of Cure?",NA,NA,6,2014,NA,"Evan","Yes","No","Confidential Data","Proprietary",NA,NA,NA,"administrative, national","formal access","Results use proprietary data from two sources: Statistics Canada Research Data Centre and Canadian Institute for Health Information. Information on obtaining access is provided here: Statistics Canada Research Data Centre - http://www.statcan.gc.ca/rdc-cdr/process-eng.htm  and Canadian Institute for Health Information - http://www.cihi.ca/CIHI-extportal/internet/EN/TabbedContent/standards+and+data+submission/data+requests/cihi012210.","http://www.statcan.gc.ca/rdc-cdr/process-eng.htm","http://www.cihi.ca/CIHI-extportal/internet/EN/TabbedContent/standards+and+data+submission/data+requests/cihi012210.",NA,"Summer2017"
"29","10.1257/app.6.4.197","Soil Endowments, Female Labor Force Participation, and the Demographic Deficit of Women in India",NA,NA,6,2014,NA,"Chuhan","Yes","Partially","Errors in the code prevents the successful running of the whole program.","No missing data",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2017"
"30","10.1257/app.6.3.76","Wells, Water, and Welfare: The Impact of Access to Groundwater on Rural Poverty and Conflict",NA,NA,6,2014,NA,"Chris","Yes","No","Confidential Data","Proprietary",NA,NA,NA,"Administrative, national","Formal access","Requires purchase of data from multiple sources, no link provided, just contact info. Other data that is used requires sending emails to ask, although it is free. No response yet. There are several data sources not included. Some require application, some require purchasing, some require emailing a person requesting the source.",NA,"dirmi-mowr@nic.in, rgoffice.rgi@nic.in",NA,"Summer2017"
"31","10.1257/app.6.2.178","Do Male-Female Wage Differentials Reflect Differences in the Return to Skill? Cross-City Evidence from 1980-2000",NA,NA,6,2014,NA,"Yudi","Yes","Partially","Table 1 is unreplicable and Table 2 and 3 lack data for R^2 and root MSE","No missing data",NA,NA,NA,"administrative, regional","Informal access","The author uses census data from both 1980 and 2000 based on different metropolitan regions. ""In this paper, we use cross-city data to explore whether, like the return to education, the change in the gender wage gap may re ect changes in skill prices induced by the diffusion of information technology.""","https://www.aeaweb.org/aej/app/data/0602/2012-0361_data.zip",NA,NA,"Summer2017"
"32","10.1257/app.6.4.110","Moral Hazard and Claims Deterrence in Private Disability Insurance",NA,NA,6,2014,NA,"Chuhan","Yes","No","Confidential Data","Proprietary",NA,NA,NA,"Administrative, national","No contact information or name of the organization that holds the data.","“The proprietary data used in our study were obtained from an anonymous large private insurer in the U.S. We will be happy to make available our programs and the output from our programs but cannot share the data from this firm with other researchers. However, we would be happy to facilitate contact between the insurer that provided us with data and researchers interested in obtaining this data or similar data.”","Not given","The readme file only mentioned it's ""an anonymous large private insurer in the U.S.""",NA,"Summer2017"
"33","10.1257/app.6.4.142","Private and Public Provision of Counseling to Job Seekers: Evidence from a Large Controlled Experiment",NA,NA,6,2014,NA,"Chris","Yes","Partial","Errors in the code: only some of the tables are replicable","N/A",NA,NA,NA,"Administrative, local","N","Readme file is straightforward.","N/A","Readme file only discusses steps for replication. The paper mentions that the primary data source is the PES administrative survey, but does not provide a URL or contact",NA,"Summer2017"
"34","10.1257/app.6.4.226","When the Floodgates Open: Northern Firms' Response to Removal of Trade Quotas on Chinese Goods",NA,NA,6,2014,NA,"Chuhan","Yes","No","Confidential Data","no missing data",NA,NA,NA,"Administrative, national","Informal access, no committment","""The data used in this paper builds on anonymized micro data sets owned by Statistics Denmark (SD). Analyses of such data sets must be done on servers hosted by Statistics Denmark and SD does not permit such data to be used elsewhere. The data sets used in the analysis will be archived for at least 5 years. In the interest of scientific validation of analyses published using SD micro data the Department of Economics and Business, Aarhus University, will assist researchers in obtaining access to the data set.""",NA,NA,"datamanager_econ.au.dk@econ.au.dk","Summer2017"
"35","10.1257/app.6.4.35","Citizenship, Fertility, and Parental Investments",NA,NA,6,2014,NA,"Chris","Yes","No","Confidential Data","Proprietary",NA,NA,NA,"Administrative, national","Formal access",""" For more information visit: http://www.forschungsdatenzentrum.de/en/ and contact Dr. Kerstin Schmidtke, forschungsdatenzentrum@it.nrw.de . Phone: +49 211 9449-2873."" 
","http://idsc.iza.org/?page=27&id=38,  http://www.kiggs-­‐studie.de/","soepmail@diw.de",NA,"Summer2017"
"36","10.1257/app.6.1.73","Small Steps for Workers, a Giant Leap for Productivity",NA,NA,6,2014,NA,"Yudi","Yes","No","Confidential Data","Input data",NA,NA,NA,"confidential, proprietary, private","Formal access","""Our study and data focus on the production of billets in the melt shop of a vertically integrated steelmaker."" They limit the study to a single plant. The shop produces a homogeneous goods such that they can measure outputs in physical units. Capital is also well-defined that the shop used the same furnace. There is no labor turnover, and with these conditions, the authors are granted access to very detailed cost and production data. ""We have daily data from May 2001 to August 2009 (though daily data is for June 2001) on production, output, every input utilized, and the time spent duction and on delays. In what follows, we will study data only until September 2008, the pick of the financial crisis. The reason to stop at this point is that the crisis had an impact on the profitability of production. Following September 2008, the
 melt shop chose, for the first time at least since January 1997, to operate at less than full capacity. For January 1997 to April 2001, we only have monthly data on production""","N","N",NA,"Summer2017"
"37","10.1257/app.6.4.175","The Distributive Impacts of Financial Development: Evidence from Mortgage Markets during US Bank Branch Deregulation",NA,NA,6,2014,NA,"Chuhan","Yes","Partially","Confidential Data","No missing data",NA,NA,NA,"Administrative, national","Informal access, no committment","""The raw HMDA microdata data is proprietary and can be purchased from http://www.ffiec.gov/hmda/hmdaproducts.htm""","http://www.ffiec.gov/hmda/hmdaproducts.htm",NA,NA,"Summer2017"
"38","10.1257/app.6.3.1","Default Tips",NA,NA,6,2014,NA,"Evan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer2017"
"39","10.1257/app.6.2.105","Improving Educational Quality through Enhancing Community Participation: Results from a Randomized Field Experiment in Indonesia",NA,NA,6,2014,NA,"Evan","Yes","Partial","Error in the code. Only some tables can be produced","N/A",NA,NA,NA,"administrative, national","informal access","Data files:1. intermediate_outcomes.dta is a dataset at the school level.2. treat_AEJ.dta is a dataset at the school level.3. test_score.dta is a balanced panel dataset at the student level.4. attrition.dta is a dataset at the student level. ""We matched students on the basis of student names written on the test sheets and school ID. We were able to match 10,941 students, which is equal to 87 percent of the tests administered at baseline in grade four, and 88 percent of the tests admin- istered at endline in grade six, in the 517 schools that participated in both rounds."" ""We also designed surveys centered around hypothesized mechanisms that could improve learning outcomes. Broadly, these intermediate outcomes relate to stake- holder awareness of school committees, school-based management, parent, com- munity and teacher inputs to education. We interviewed parents, teachers, students, school committee members, and principals. Administrative data and interviewer observations on infrastructure and teacher activities at the start of visit were also recorded. Because we wanted to focus interviews on teachers of students being tested, the teacher sample was restricted to teachers teaching grade four at base- line and grade six at endline. We then randomly selected three students from their classes, and these students’ parents, for interviews.""","N/A","N/A",NA,"Summer2017"
"40","10.1257/app.6.3.133","Child-Adoption Matching: Preferences for Gender and Race",NA,NA,6,2014,NA,"Evan","Yes","No","When trying to replicate the paper, there was no instruction given on which order the replication should be conducted. I tried to do this in different orders, but no matter in which order I tried, I could not generate a set of variables from the program provided and that the tables produced by the only program file that is working do not provide any meaningful result.","N/A",NA,NA,NA,"private, commercial","informal access","""Our dataset was constructed by following the matching process of an online adoption facilitator between 2004 and 2009. The dataset is comprised of 840 cases of either born or unborn children that the facilitator collected from multiple agencies and posted on a website designed for client PAPs. On the website, each child is identified by a code, by an array of attributes, by the adoption finalization costs, and by a set of restrictions imposed by the BMO specifying which categories of PAPs she considers acceptable (such as straight couples, same-sex couples, etc).""","http://www.adoptlink.com/domestic_grid.htm            http://www.adoptlink.com/status.htm","N/A",NA,"Summer2017"
