"","DOI","Title","Pages","Entry Questionnaire","AEJ Edition","Year","Expected Difficulty","Replicator","Completed","Replicated","Main Issue","Type of Missing Data","2nd Replicator","Completed_1","Replicated_1","Data Type","Data Access Type","Data Comments","Data URL","Data Contact","worksheet"
"11","10.1257/app.4.2.98","The Impact of Credit on Village Economies",NA,"Yiwen","2012 vol. 4",2012,NA,"Yiwen","Y","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"12","10.1257/app.4.2.1","What Linear Estimators Miss: The Effects of Family Income on Child Outcomes",NA,"Yiwen","2012 vol. 4",2012,NA,"Yiwen","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","data source is Statistics Norway, administrative registers. ""Researchers can gain access to the data by submitting a written application to Statistics Norway."" ""Inquiries about access should be addressed to: Labour Market Section Statistics Norway PB 8131 Dep, 0033 Oslo Norway""","N","Y","Spring2016"
"13","10.1257/app.4.4.165","The Power of Political Voice: Women's Political Representation and Crime in India",NA,"Yiwen","2012 vol. 4",2012,NA,"Yiwen","Y","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"14","10.1257/app.4.4.121","Longer-Term Impacts of Mentoring, Educational Services, and Learning Incentives: Evidence from a Randomized Trial in the United States",NA,"Yiwen","2012 vol. 4",2012,NA,"Yiwen","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","""The QOP data is not provided due to confidentiality issues. Researchers wishing to obtain the QOP data can do so by requesting authorization to Department of Labor (DOP) and Office of Juvenile Justice and Delinquency Prevention (OJJDP) of the U.S. Department of Justice (DOJ); and signing a confidentiality agreement  with Mathematica Policy Research (MPR) agreeing to keep the data confidential and only use it for the requested research purposes. The contact persons are listed below: at DOL, Mrs. Eileen Pederson (Pederson.Eileen@dol.gov); at OJJDP, Mrs. Kellie Dressler (Kellie.Dressler@usdoj.gov); and at MPR, Mr. Allen Schirm (ASchirm@Mathematica-Mpr.com).""","N","Y","Spring2016"
"15","10.1257/app.4.3.64","Enforcement of Labor Regulation and Informality",NA,"Yiwen","2012 vol. 4",2012,NA,"Yiwen","Y","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"16","10.1257/app.4.4.226","Access, Sorting, and Achievement: The Short-Run Effects of Free Primary Education in Kenya",NA,"Koonj","2012 vol. 4",2012,NA,"Koonj","Y","No","Confidential Data",NA,NA,NA,NA,"administrative, national","formal access","""Unfortunately, because of agreements with various data collection agencies we are unable to directly post the data that were used to create the estimations that appear in our paper. The data came from a number of different sources."" IPUMS International (https://international.ipums.org/international/). Originally downloaded January 11,2008. For the remainder of the files researchers may be required to obtain a research permit. Lack of a permit may delay or hinder the ability to access data. Details can be obtained from http://www.kenyaembassy.com/documents/research.pdf."" ""EMIS data can be obtained directly from the Kenyan Ministry of Basic Education located at Jogoo House off Harambee Avenue in Nairobi. Data requests should be addressed to Permanent Secretary, Ministry of Basic Education, P.O. Box 30040, NAIROBI, KENYA"". Includes telephone and fax. ""The individual level student data are student KCPE records. The KCPE examination is administered by the Kenya National Examination Council (KNEC) based in Nairobi, Kenya. Data requests can be made to Paul Wasanga Council Secretary ' Chief Executive Officer, P.O. Box 73598 00200, Nairobi, Kenya."" Includes email and phone. ""The KIHBS and 1997 WMS can be obtained from the Kenya National Bureau of Statistics (KNBS). Data requests must be made to Director General, Kenya National Bureau of Statistics, P.O. Box 30266-00100 Nairobi, Kenya"". Includes phone and fax.","Y","Y","Spring2016"
"17","10.1257/app.4.1.212","Are Female Leaders Good for Education? Evidence from India",NA,"Koonj","2012 vol. 4",2012,NA,"Koonj","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","Detailed data appendix, but no links. Electoral data ""Collected from different volumes of the Statistical Reports on the General Elections to the Legislative Assemblies"". NSS data, he 55th Round of the National Sample Survey Organization Data. Demographics and Census: ""Data from 1961-1991 were obtained from the Indian district database created by Vanneman and Barnes. Data from the Indian Census 2001 comes from the webpage 'Education for All in India'"". ""The NSS is not provided due to confidentiality issues, but can be obtained from: Computer Centre, Ministry of Statistics and Programme Implementation, East Block-10 R.K. Puram, New Delhi 110066, nssodata@gmail.com. I am happy to provide assistance/solve doubts in what refers to obtaining the data.""","N","Y","Spring2016"
"18","10.1257/app.4.1.109","When the Saints Go Marching Out: Long-Term Outcomes for Student Evacuees from Hurricanes Katrina and Rita",NA,"Koonj","2012 vol. 4",2012,NA,"Koonj","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, regional","informal access, commitment","Need to email Dr Fen Chou (Fen Chou <Fen.Chou@LA.GOV>), source: National Student Clearinghouse","N","Y","Spring2016"
"19","10.1257/app.4.4.32","Estimating the Deterrent Effect of Incarceration Using Sentencing Enhancements",NA,"Koonj","2012 vol. 4",2012,NA,"Koonj","Y","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"20","10.1257/app.4.4.194","Deregulation, Consolidation, and Efficiency: Evidence from US Nuclear Power",NA,"Koonj","2012 vol. 4",2012,NA,"Koonj","Y","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"21","10.1257/app.4.3.167","Drug Innovations and Welfare Measures Computed from Market Demand: The Case of Anti-Cholesterol Drugs",NA,"Yang","2012 vol. 4",2012,NA,"Yang","Y","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"22","10.1257/app.4.3.138","High Unemployment Yet Few Small Firms: The Role of Centralized Bargaining in South Africa",NA,"Yang","2012 vol. 4",2012,NA,"Yang","Y","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"23","10.1257/app.4.3.1","Raising the Barcode Scanner: Technology and Productivity in the Retail Sector",NA,"Yang","2012 vol. 4",2012,NA,"Yang","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","""The empirical analysis in this paper uses a proprietary establishment- and firm-level data from the U.S. retail data housed at the Center for Economic Studies (CES), Bureau of the Census. For approved projects for statistical purposes only, the data for this and related projects can be accessed via the Census Research Data Centers. For procedures for obtaining access to these and related data, the interested user should go to http://www.ces.census.gov/index.php/ces/1.00/researchguidelines. The specific data for this paper has been archived in the data warehouse of the Center for Economic Studies.""","Y","N","Spring2016"
"24","10.1257/app.4.2.199","Indirect Effects of a Policy Altering Criminal Behavior: Evidence from the Italian Prison Experiment",NA,"Yang","2012 vol. 4",2012,NA,"Yang","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, regional","formal access","NOTE: This article contains instructions for going from the RAW data to the final dataset. ""Access to this dataset is restricted. Only users authorized by the Department of Prison Administration (Dipartimento dell'Amministrazione Penitenziaria - DAP) can access the data. Please contact: Dipartimento di Amministrazione Penitenziaria, Largo Luigi Daga 2, 00164 Roma. E-mail: relazioniesterne.dap@giustizia.it. An authorized user should be able to use the codes in this directory to replicate the findings in the paper. Please refer to the wave of inmates released from August 1, 2006 to February 28, 2007 to replicate the results. Please contact via e-mail the authors for any further clarification.""","N","Y","Spring2016"
"25","10.1257/app.4.2.36","What Makes Firm-based Vocational Training Schemes Successful? The Role of Commitment",NA,"Qianyan","2012 vol. 4",2012,NA,"Qianyan","Y","No","Missing Data","Confidential Data",NA,NA,NA,"administrative, national","informal access, no commitment","Details in ""programmes_AEJ.pdf"". Administrative and survey data for Germany. Survey: German Apprenticeship Training Survey Data from IABS 1975-2001. ""Original Data files can be obtained from the Federal Institute for Vocational Education and Training (http://www.bibb.de/en/50113.htm)."" Original data files: za1790, za2565, za1243, za3379. Also: Original data files cannot be distributed, but are accessible at the Forschungsdatenzentrum at the IAB in Nuremberg (http://fdz.iab.de/en.aspx)"". Original data files: iabs-dustmann-1.dta to iabs-dustmann-4.dta, iabmale (men) and iabfemale (women)
","Y","N","Spring2016"
"26","10.1257/app.4.2.274","Castes and Labor Mobility",NA,"Qianyan","2012 vol. 4",2012,NA,"Qianyan","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","README.pdf describes the data. Included datasets: ""quota.dta"" contains reservation quotas for SC/STs in all Indian States, for each year of survey round; ""deflators2_rXX.dta"" where XX=38,42,50,55,61 indicating the survey round, contains state-level poverty lines. The NSS data is not provided due to confidentiality issues, but can be obtained from: Deputy Director General, Computer Centre, M/O Statistics and PI, East Block No. 10 R.K. Puram, New Delhi-110066. Enquiries relating to procurement of data can be made at: Email nssdat@gmail.com; Also includes phone number and fax.","N","Y","Spring2016"
"27","10.1257/app.4.2.168","Productivity Spillovers Across Firms through Worker Mobility",NA,"Koonj","2012 vol. 4",2012,NA,"Koonj","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","""Our data come from the FIDA database complied and maintained by Statistics Denmark. These data are confidential, but an access to them can be arranged through one of a number of designated computer terminals in Denmark. Further details, including contact information, are available at the database's dedicated webpage, http://www.dst.dk/HomeUK/Guide/documentation/Varedeklarationer/emnegruppe/emne.aspx?sysrid=98591""","Y","N","Spring2016"
"28","10.1257/app.4.1.193","Do Expert Reviews Affect the Demand for Wine?",NA,"Koonj","2012 vol. 4",2012,NA,"Koonj","Y","No","Code Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"29","10.1257/app.4.4.94","Can Mobile Phones Improve Learning? Evidence from a Field Experiment in Niger",NA,"Noah","2012 vol. 4",2012,NA,"Noah","Y","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"30","10.1257/app.4.4.140","Limited Insurance within the Household: Evidence from a Field Experiment in Kenya",NA,"Noah","2012 vol. 4",2012,NA,"Noah","Y","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"31","10.1257/app.4.3.90","When They're Sixty-Four: Peer Effects and the Timing of Retirement",NA,"Madeline","2012 vol. 4",2012,NA,"Madeline","Y","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"32","10.1257/app.4.3.28","How Large Are the Effects from Temporary Changes in Family Environment: Evidence from a Child-Evacuation Program During World War II",NA,"Madeline","2012 vol. 4",2012,NA,"Madeline","Y","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"33","10.1257/app.4.1.30","Partisan Grading",NA,"Noah","2012 vol. 4",2012,NA,"Noah","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"private, other","formal access","""This paper uses proprietary data obtained from an anonymous university under a strict confidentially agreement and has been granted exemption from the data availability policy of the American Economic Journal: Applied Economics."" ""To obtain more information (e.g. for replication purposes) please contact the authors."" Includes ""AEJApp-2010-0306_Data_description.pdf""","N","N","Spring2016"
"34","10.1257/app.4.4.57","Can Compulsory Military Service Raise Civilian Wages? Evidence from the Peacetime Draft in Portugal",NA,"Noah","2012 vol. 4",2012,NA,"Noah","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","“Quadros de Pessoal"" is a matched dataset of firms and their workers gathered by the Department of Statistics, Ministry of Employment, Portugal. For confidentiality reasons, the data producer does not permit open access to the data, but instead signs individual data access contracts with researchers. Requests to access the data should be directed to: Ministry of employment, Department of Statistics, Rua Rodrigo da Fonseca, 55, 1250 Lisboa, Portugal, dados@gep.mtss.gov.pt Further details on the dataset can be provided by: Ana Rute Cardoso, IAE-CSIC, Campus UAB, 08193 Bellaterra, Barcelona, Spain, anarute.cardoso@iae.csic.es","N","Y","Spring2016"
"35","10.1257/app.4.4.254","Are Big-Time Sports a Threat to Student Achievement?",NA,"Noah","2012 vol. 4",2012,NA,"Noah","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"private, other","formal access","""The primary data used in this analysis are transcript-level student data from the University of Oregon. The data are not publicly available as they contain sensitive information on student outcomes. For data requests contact the University of Oregon Office of Institutional Research.""","N","N","Spring2016"
"36","10.1257/app.4.3.116","The Economic Benefits of Pharmaceutical Innovations: The Case of Cox-2 Inhibitors",NA,"Noah","2012 vol. 4",2012,NA,"Noah","Y","Partial","Missing Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"37","10.1257/app.4.1.85","School Desegregation and Urban Change: Evidence from City Boundaries",NA,"Noah","2012 vol. 4",2012,NA,"Noah","Y","Partial","Missing Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"38","10.1257/app.4.1.245","Enhancing Cognitive Functioning: Medium-Term Effects of a Health and Family Planning Program in Matlab",NA,"Noah","2012 vol. 4",2012,NA,"Noah","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, national","formal access","""The dataset provided does not include the data that is not publicly available. Researchers will need to request that data directly from ICDDR,B (http://www.icddrb.org/who-we-are/data-policies).""","Y","N","Spring2016"
"39","10.1257/app.4.3.43","Sweetening the Deal? Political Connections and Sugar Mills in India",NA,"Madeline","2012 vol. 4",2012,NA,"Madeline","Y","Partial",NA,NA,NA,NA,NA,NA,NA,"""The sources of raw data as well as intermediate datasets are desctibed in the online appendix; the intermediate datasets are not provided since they contain data that can identify individual mills and their chairmen, which would violate an agreement with the Maharashtra Sugar Cooperatives Federation that provided some of the data. I'd be happy to provide these intermediate datasets to anyone interested in replicating the analysis, as long as the data are only used for the purpose of replication.""",NA,NA,"Spring2016"
"40","10.1257/app.4.2.219","The Effect of Shift Structure on Performance",NA,"Madeline","2012 vol. 4",2012,NA,"Madeline","Y","No","Confidential Data","Confidential Data",NA,NA,NA,"administrative, local","no information","Mississippi Emergency Medical Services Information System (MEMSIS) data we use in the project, researchers will need to obtain the data on their own from the Office of Emergency Planning and Response at the Mississippi Department of Health in order to replicate our results. Oregon Office of Institutional Research. No Readme file!","N","N","Spring2016"
"41","10.1257/app.5.3.63","How Does the Market Use Citation Data? The Hirsch Index in Economics",NA,"Jose","2013 vol. 5",2013,NA,"Jose","Y","Partial",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"42","10.1257/app.5.1.193","Cognitive Abilities and Household Financial Decision Making",NA,"Jose","2013 vol. 5",2013,NA,"Jose","Y","Partial","Confidential Data","Confidential Data","Y",NA,NA,"private, other","informal access, commitment","The data used in this paper are strictly confidential. Researchers wishing to replicate the results should contact the authors at bmazumder@frbchi.org or ushakri@yahoo.com. We will make the data available on a stand‐alone computer in an office in the research department of the Federal Reserve Bank of Chicago located at 230 South La Salle street, Chicago, Illinois.","N","Y","Spring2016"
"43","10.1257/app.2.3.205","Teacher Incentives",NA,"Jose","2010 vol. 2",2010,NA,"Jose","Y","Yes",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"44","10.1257/app.3.2.34","The Wrong Side(s) of the Tracks: The Causal Effects of Racial Segregation on Urban Poverty and Inequality",NA,"Jose","2011 vol. 2",2011,NA,"Jose","Y","Yes",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"45","10.1257/app.3.2.196","The Price of Political Opposition: Evidence from Venezuela's Maisanta",NA,"Jose","2011 vol. 2",2011,NA,"Jose","Y","Yes",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"46","10.1257/app.5.4.111","Employment, Wages, and Voter Turnout",NA,"Jack","2013 vol. 5",2013,NA,"Jack","Y","Partial","Confidential Data","Confidential Data","Y",NA,NA,"private, commercial entity","informal access, no commitment","""We obtained the U.S. Congressional turnout data for 1992, 1996, and 2000 from a private company, Election Data Services, Inc. Under our contractual agreement, we cannot make these data publicly available. As such, the data contained in this zip file cannot exactly reproduce the Congressional results in Tables 1,5, and 6."" ""The original ANES Cumulative data file is available at http://electionstudies.org/studypages/download/datacenter_all.htm""","Y","N","Spring2016"
"47","10.1257/app.5.1.104","Barriers to Household Risk Management: Evidence from India",NA,"Jack","2013 vol. 5",2013,NA,"Jack","Y","Yes",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"48","10.1257/app.3.3.55","Financial Constraints and Inflated Home Prices during the Real Estate Boom",NA,"Jack","2011 vol. 2",2011,NA,"Jack","Y","No","Missing Code",NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"49","10.1257/app.3.3.88","Low-Skilled Immigration and the Labor Supply of Highly Skilled Women",NA,"Koonj","2012 vol. 2",2011,NA,"Koonj","Y","Partial",NA,NA,"Y",NA,NA,NA,NA,"""Note that some of the data files are very large and the reader will need Windows 64-bit to be able to run some of the programs in STATA.""",NA,NA,"Spring2016"
"50","10.1257/app.3.1.152","Are Restaurants Really Supersizing America?",NA,"Jack","2013 vol. 2",2011,NA,"Jack","Y","No","Confidential Data","Confidential Data","Y",NA,NA,"administrative, national","formal access","""Obtain BRFSS data with telephone exchange and/or ZIP code information from the Departments of Health for the following states over the following years:"" - follows list of states and years. Hadley Climate Model 3 (Hadley 3) data from the British Atmospheric Data Centre (http://badc.nerc.ac.uk/home/) and NCAR Community Climate System Model (CCSM) 3 data from the World Climate Research Programme’s Coupled Model Intercomparison Project’s data portal (https://esg.llnl.gov:8443/index.jsp),","Y","N","Spring2016"
"51","10.1257/app.2.2.164","Promoting Healthy Choices: Information versus Convenience",NA,"Yiwen","2010 vol. 2",2010,NA,"Yiwen","Y","Partial",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"52","10.1257/app.2.1.86","Parents' Incomes and Children's Outcomes: A Quasi-experiment Using Transfer Payments from Casino Profits",NA,"Yiwen","2010 vol. 2",2010,NA,"Yiwen","Y","No","Proprietary data","Proprietary Data","Y",NA,NA,"private, commercial entity","informal access, no commitment","It is possible to gain access to the data itself while working in conjunction with the primary investigators of this research. The contact person is E. Jane Costello at Center for Developmental Epidemiology, Department of Psychiatry and Behavioral Sciences, Duke University Medical Center, Box 3454, Durham, NC 27710 (email: jcostell@psych.duhs.duke.edu).","N","Y","Spring2016"
"53","10.1257/app.3.1.35","Transactional Sex as a Response to Risk in Western Kenya",NA,"Yiwen","2011 vol. 2",2011,NA,"Yiwen","Y","Yes",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"54","10.1257/app.5.2.151","Making Yourself Attractive: Pre-marital Investments and the Returns to Education in the Marriage Market",NA,"Yiwen","2013 vol. 5",2013,NA,"Yiwen","Y","Yes",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"55","10.1257/app.5.3.189","Teaching Practices and Social Capital",NA,"Koonj","2013 vol. 5",2013,NA,"Koonj","Y","Partial","Missing Code",NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"56","10.1257/app.2.2.179","Disclosure by Politicians",NA,"Koonj","2010 vol. 2",2010,NA,"Koonj","Y","No","Missing Code",NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"57","10.1257/app.5.4.92","Deterrence and Geographical Externalities in Auto Theft",NA,"Koonj","2013 vol. 5",2013,NA,"Koonj","Y","Yes",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"58","10.1257/app.3.1.224","Was There Really a Hawthorne Effect at the Hawthorne Plant? An Analysis of the Original Illumination Experiments",NA,"Koonj","2011 vol. 2",2011,NA,"Koonj","Y","Partial",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"59","10.1257/app.2.4.200","Government Spending and Legislative Organization: Quasi-experimental Evidence from Germany",NA,"Koonj","2010 vol. 2",2010,NA,"Koonj","Y","Yes",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"60","10.1257/app.5.2.86","Health, Height, Height Shrinkage, and SES at Older Ages: Evidence from China",NA,"Koonj","2013 vol. 5",2013,NA,"Koonj","Y","Partial",NA,NA,"Y",NA,NA,NA,NA,"""Note only those variables we use are here. The complete CHARLS data plus full documentation will be released approximately December 2012. Please go to the CHARLS website: http:charls.ccer.edu.cn""",NA,NA,"Spring2016"
"61","10.1257/app.2.2.95","Ability, Gender, and Performance Standards: Evidence from Academic Probation",NA,"Koonj","2010 vol. 2",2010,NA,"Koonj","Y","Partial",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"62","10.1257/app.2.4.42","Trade Adjustment and Human Capital Investments: Evidence from Indian Tariff Reform",NA,"Yiwen","2010 vol. 2",2010,NA,"Yiwen","Y","Yes",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"63","10.1257/app.3.3.29","Do Value-Added Estimates Add Value? Accounting for Learning Dynamics",NA,"Jose","2011 vol. 2",2011,NA,"Jose","Y","Yes","Code Error",NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Spring2016"
"64","10.1257/app.5.4.206","The Impact of Intergovernmental Transfers on Education Outcomes and Povery Reduction",NA,"Jose","2013 vol. 5",2013,NA,"Jose","Y","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spring2016"
