"","DOI","title","author","year","volume","number","url","journal"
"44","10.1257/mac.20130265","A New History of Banking Panics in the United States, 1825{\textendash}1929: Construction and Implications","Andrew J. Jalil","2015","7","3","https://doi.org/10.1257/mac.20130265","American Economic Journal: Macroeconomics"
"45","10.1257/mac.20150220","Liquidity Traps and Jobless Recoveries","Stephanie Schmitt-Groh{\'{e}} and Mart{\'{\i}}n Uribe","2017","9","1","https://doi.org/10.1257/mac.20150220","American Economic Journal: Macroeconomics"
"46","10.1257/mac.20130190","Financial Liberalization, Debt Mismatch, Allocative Efficiency, and Growth","Romain Ranci{\`{e}}re and Aaron Tornell","2016","8","2","https://doi.org/10.1257/mac.20130190","American Economic Journal: Macroeconomics"
"47","10.1257/mac.20130212","Aggregate Implications of a Credit Crunch: The Importance of Heterogeneity","Francisco J. Buera and Benjamin Moll","2015","7","3","https://doi.org/10.1257/mac.20130212","American Economic Journal: Macroeconomics"
"48","10.1257/mac.20130231","Elasticity Optimism","Jean Imbs and Isabelle Mejean","2015","7","3","https://doi.org/10.1257/mac.20130231","American Economic Journal: Macroeconomics"
"49","10.1257/mac.20130234","The Few Leading the Many: Foreign Affiliates and Business Cycle Comovement","JÖrn Kleinert and Julien Martin and Farid Toubal","2015","7","4","https://doi.org/10.1257/mac.20130234","American Economic Journal: Macroeconomics"
"50","10.1257/app.20140494","Iron Deficiency and Schooling Attainment in Peru","Alberto Chong and Isabelle Cohen and Erica Field and Eduardo Nakasone and Maximo Torero","2016","8","4","https://doi.org/10.1257/app.20140494","American Economic Journal: Applied Economics"
"51","10.1257/app.20140506","The Returns to Medical School: Evidence from Admission Lotteries","Nadine Ketel and Edwin Leuven and Hessel Oosterbeek and Bas van der Klaauw","2016","8","2","https://doi.org/10.1257/app.20140506","American Economic Journal: Applied Economics"
"52","10.1257/app.20150554","Vocational Training for Disadvantaged Youth in Colombia: A Long-Term Follow-Up","Orazio Attanasio and Arlen Guar{\'{I}}n and Carlos Medina and Costas Meghir","2017","9","2","https://doi.org/10.1257/app.20150554","American Economic Journal: Applied Economics"
"53","10.1257/app.20150581","Hospitals as Insurers of Last Resort","Craig Garthwaite and Tal Gross and Matthew J. Notowidigdo","2018","10","1","https://doi.org/10.1257/app.20150581","American Economic Journal: Applied Economics"
"54","10.1257/app.20160004","Cycling to School: Increasing Secondary School Enrollment for Girls in India","Karthik Muralidharan and Nishith Prakash","2017","9","3","https://doi.org/10.1257/app.20160004","American Economic Journal: Applied Economics"
"55","10.1257/app.20160214","Conflicts of Interest and Steering in Residential Brokerage","Panle Jia Barwick and Parag A. Pathak and Maisy Wong","2017","9","3","https://doi.org/10.1257/app.20160214","American Economic Journal: Applied Economics"
"56","10.1257/mac.20150253","Gender Gaps and the Rise of the Service Economy","L. Rachel Ngai and Barbara Petrongolo","2017","9","4","https://doi.org/10.1257/mac.20150253","American Economic Journal: Macroeconomics"
"57","10.1257/mac.20130255","Unemployment Insurance Fraud and Optimal Monitoring","David L. Fuller and B. Ravikumar and Yuzhe Zhang","2015","7","2","https://doi.org/10.1257/mac.20130255","American Economic Journal: Macroeconomics"
"58","10.1257/mac.20130267","Time and State Dependence in an Ss Decision Experiment","Jacopo Magnani and Aspen Gorry and Ryan Oprea","2016","8","1","https://doi.org/10.1257/mac.20130267","American Economic Journal: Macroeconomics"
"59","10.1257/mac.20130302","Offshoring and Directed Technical Change","Daron Acemoglu and Gino Gancia and Fabrizio Zilibotti","2015","7","3","https://doi.org/10.1257/mac.20130302","American Economic Journal: Macroeconomics"
"60","10.1257/mac.20150051","Zipf{\textquotesingle}s Law, Pareto{\textquotesingle}s Law, and the Evolution of Top Incomes in the United States","Shuhei Aoki and Makoto Nirei","2017","9","3","https://doi.org/10.1257/mac.20150051","American Economic Journal: Macroeconomics"
"61","10.1257/mac.20150155","Cross-Country Income Levels over Time: Did the Developing World Suddenly Become Much Richer?","Robert Inklaar and D.S. Prasada Rao","2017","9","1","https://doi.org/10.1257/mac.20150155","American Economic Journal: Macroeconomics"
"62","10.1257/app.20150042","Market-Based Lobbying: Evidence from Advertising Spending in Italy","Stefano DellaVigna and Ruben Durante and Brian Knight and Eliana La Ferrara","2016","8","1","https://doi.org/10.1257/app.20150042","American Economic Journal: Applied Economics"
"63","10.1257/app.20150043","The Effects of {DNA} Databases on Crime","Jennifer L. Doleac","2017","9","1","https://doi.org/10.1257/app.20150043","American Economic Journal: Applied Economics"
"64","10.1257/app.20150158","The Impact of Disability Benefits on Labor Supply: Evidence from the {VA}{\textquotesingle}s Disability Compensation Program","David H. Autor and Mark Duggan and Kyle Greenberg and David S. Lyle","2016","8","3","https://doi.org/10.1257/app.20150158","American Economic Journal: Applied Economics"
"65","10.1257/app.20150373","Patents as a Spur to Subsequent Innovation? Evidence from Pharmaceuticals","Duncan S. Gilchrist","2016","8","4","https://doi.org/10.1257/app.20150373","American Economic Journal: Applied Economics"
"66","10.1257/app.20150385","Technology and Child Development: Evidence from the One Laptop per Child Program","Julian Cristia and Pablo Ibarrar{\'{a}}n and Santiago Cueto and Ana Santiago and Eugenio Sever{\'{\i}}n","2017","9","3","https://doi.org/10.1257/app.20150385","American Economic Journal: Applied Economics"
"67","10.1257/app.20150390","The Impact of Maternal Literacy and Participation Programs: Evidence from a Randomized Evaluation in India","Rukmini Banerji and James Berry and Marc Shotland","2017","9","4","https://doi.org/10.1257/app.20150390","American Economic Journal: Applied Economics"
"68","10.1257/app.20150509","Tax Me, but Spend Wisely? Sources of Public Finance and Government Accountability","Lucie Gadenne","2017","9","1","https://doi.org/10.1257/app.20150509","American Economic Journal: Applied Economics"
"69","10.1257/app.20150530","Why Do College-Going Interventions Work?","Scott Carrell and Bruce Sacerdote","2017","9","3","https://doi.org/10.1257/app.20150530","American Economic Journal: Applied Economics"
"70","10.1257/app.20160140","Risky Transportation Choices and the Value of a Statistical Life","Gianmarco Le{\'{o}}n and Edward Miguel","2017","9","1","https://doi.org/10.1257/app.20160140","American Economic Journal: Applied Economics"
"71","10.1257/app.20160247","There Will Be Killing: Collectivization and Death of Draft Animals","Shuo Chen and Xiaohuan Lan","2017","9","4","https://doi.org/10.1257/app.20160247","American Economic Journal: Applied Economics"
"72","10.1257/app.20160634","Free to Choose: Can School Choice Reduce Student Achievement?","Atila Abdulkadiro{\u{g}}lu and Parag A. Pathak and Christopher R. Walters","2018","10","1","https://doi.org/10.1257/app.20160634","American Economic Journal: Applied Economics"
"73","10.1257/mac.20120008","Measured Aggregate Gains from International Trade","Ariel Burstein and Javier Cravino","2015","7","2","https://doi.org/10.1257/mac.20120008","American Economic Journal: Macroeconomics"
"74","10.1257/mac.20140095","Inflation and Price Adjustments: Micro Evidence from Norwegian Consumer Prices 1975{\textendash}2004","Fredrik Wulfsberg","2016","8","3","https://doi.org/10.1257/mac.20140095","American Economic Journal: Macroeconomics"
"75","10.1257/mac.20140002","Conventional and Unconventional Monetary Policy with Endogenous Collateral Constraints","Alo{\'{\i}}sio Ara{\'{u}}jo and Susan Schommer and Michael Woodford","2015","7","1","https://doi.org/10.1257/mac.20140002","American Economic Journal: Macroeconomics"
"76","10.1257/mac.20140043","Optimal Intermediary Rents","Josef Schroth","2016","8","1","https://doi.org/10.1257/mac.20140043","American Economic Journal: Macroeconomics"
"77","10.1257/mac.20140064","Job Ladders and Earnings of Displaced Workers","Pawel Krolikowski","2017","9","2","https://doi.org/10.1257/mac.20140064","American Economic Journal: Macroeconomics"
"78","10.1257/mac.20140084","Bank Leverage Cycles","Galo Nu{\~{n}}o and Carlos Thomas","2017","9","2","https://doi.org/10.1257/mac.20140084","American Economic Journal: Macroeconomics"
"79","10.1257/mac.20150359","Noisy News in Business Cycles","Mario Forni and Luca Gambetti and Marco Lippi and Luca Sala","2017","9","4","https://doi.org/10.1257/mac.20150359","American Economic Journal: Macroeconomics"
"80","10.1257/mac.6.3.1","Persistence of Fortune: Accounting for Population Movements, There Was No Post-Columbian Reversal","Areendam Chanda and C. Justin Cook and Louis Putterman","2014","6","3","https://doi.org/10.1257/mac.6.3.1","American Economic Journal: Macroeconomics"
"81","10.1257/mac.6.2.137","How Frequent Are Small Price Changes?","Martin Eichenbaum and Nir Jaimovich and Sergio Rebelo and Josephine Smith","2014","6","2","https://doi.org/10.1257/mac.6.2.137","American Economic Journal: Macroeconomics"
"82","10.1257/mac.6.2.156","Missing Import Price Changes and Low Exchange Rate Pass-Through","Etienne Gagnon and Benjamin R. Mandel and Robert J. Vigfusson","2014","6","2","https://doi.org/10.1257/mac.6.2.156","American Economic Journal: Macroeconomics"
"83","10.1257/mac.6.2.207","The Effects of Global Shocks on Small Commodity-Exporting Economies: Lessons from Canada","Valery Charnavoki and Juan J. Dolado","2014","6","2","https://doi.org/10.1257/mac.6.2.207","American Economic Journal: Macroeconomics"
"84","10.1257/mac.6.1.134","Quantifying the Contribution of Search to Wage Inequality","Volker Tjaden and Felix Wellschmied","2014","6","1","https://doi.org/10.1257/mac.6.1.134","American Economic Journal: Macroeconomics"
"85","10.1257/mac.6.1.190","A Theory of Countercyclical Government Multiplier","Pascal Michaillat","2014","6","1","https://doi.org/10.1257/mac.6.1.190","American Economic Journal: Macroeconomics"
"86","10.1257/mac.5.2.32","Importing Skill-Biased Technology","Ariel Burstein and Javier Cravino and Jonathan Vogel","2013","5","2","https://doi.org/10.1257/mac.5.2.32","American Economic Journal: Macroeconomics"
"87","10.1257/app.20150076","Do Fiscal Rules Matter?","Veronica Grembi and Tommaso Nannicini and Ugo Troiano","2016","8","3","https://doi.org/10.1257/app.20150076","American Economic Journal: Applied Economics"
"88","10.1257/app.20150476","Does Early Life Exposure to Cigarette Smoke Permanently Harm Childhood Welfare? Evidence from Cigarette Tax Hikes","David Simon","2016","8","4","https://doi.org/10.1257/app.20150476","American Economic Journal: Applied Economics"
"89","10.1257/app.20150532","Human Capital Persistence and Development","Rudi Rocha and Claudio Ferraz and Rodrigo R. Soares","2017","9","4","https://doi.org/10.1257/app.20150532","American Economic Journal: Applied Economics"
"90","10.1257/app.20150540","Persuasion: A Case Study of Papal Influences on Fertility-Related Beliefs and Behavior","Vittorio Bassi and Imran Rasul","2017","9","4","https://doi.org/10.1257/app.20150540","American Economic Journal: Applied Economics"
"91","10.1257/app.20160089","Social Media and Corruption","Ruben Enikolopov and Maria Petrova and Konstantin Sonin","2018","10","1","https://doi.org/10.1257/app.20160089","American Economic Journal: Applied Economics"
"92","10.1257/app.20160278","For Better or for Worse?: Education and the Prevalence of Domestic Violence in Turkey","Bilge Erten and Pinar Keskin","2018","10","1","https://doi.org/10.1257/app.20160278","American Economic Journal: Applied Economics"
"93","10.1257/app.20160307","The Economic Impact of Hurricane Katrina on Its Victims: Evidence from Individual Tax Returns","Tatyana Deryugina and Laura Kawano and Steven Levitt","2018","10","2","https://doi.org/10.1257/app.20160307","American Economic Journal: Applied Economics"
"94","10.1257/mac.20120151","Debt Portfolios and Homestead Exemptions","Thomas Hintermaier and Winfried Koeniger","2016","8","4","https://doi.org/10.1257/mac.20120151","American Economic Journal: Macroeconomics"
"95","10.1257/mac.20120222","Consumption Volatility, Marketization, and Expenditure in an Emerging Market Economy","Daniel L. Hicks","2015","7","2","https://doi.org/10.1257/mac.20120222","American Economic Journal: Macroeconomics"
"96","10.1257/mac.20130306","Is the Phillips Curve Alive and Well after All? Inflation Expectations and the Missing Disinflation","Olivier Coibion and Yuriy Gorodnichenko","2015","7","1","https://doi.org/10.1257/mac.20130306","American Economic Journal: Macroeconomics"
"97","10.1257/mac.20130324","Monetary Policy and Real Borrowing Costs at the Zero Lower Bound","Simon Gilchrist and David L{\'{o}}pez-Salido and Egon Zakraj{\v{s}}ek","2015","7","1","https://doi.org/10.1257/mac.20130324","American Economic Journal: Macroeconomics"
"98","10.1257/mac.20140003","The Effects of Monetary Policy on Stock Market Bubbles: Some Evidence","Jordi Gal{\'{\i}} and Luca Gambetti","2015","7","1","https://doi.org/10.1257/mac.20140003","American Economic Journal: Macroeconomics"
"99","10.1257/mac.20140093","Optimal Sovereign Default","Klaus Adam and Michael Grill","2017","9","1","https://doi.org/10.1257/mac.20140093","American Economic Journal: Macroeconomics"
"100","10.1257/mac.20150117","Early Childhood Human Capital and Development","Todd Schoellman","2016","8","3","https://doi.org/10.1257/mac.20150117","American Economic Journal: Macroeconomics"
"101","10.1257/mac.20150218","Credit Relationships and Business Bankruptcy during the Great Depression","Mary Eschelbach Hansen and Nicolas L. Ziebarth","2017","9","2","https://doi.org/10.1257/mac.20150218","American Economic Journal: Macroeconomics"
"102","10.1257/mac.20140016","The Response of Tail Risk Perceptions to Unconventional Monetary Policy","Masazumi Hattori and Andreas Schrimpf and Vladyslav Sushko","2016","8","2","https://doi.org/10.1257/mac.20140016","American Economic Journal: Macroeconomics"
"103","10.1257/mac.20150331","Why Don't Households Smooth Consumption? Evidence from a {\textdollar}25 Million Experiment","Jonathan A. Parker","2017","9","4","https://doi.org/10.1257/mac.20150331","American Economic Journal: Macroeconomics"
"104","10.1257/mac.20140139","Optimal Monetary and Prudential Policies","Fabrice Collard and Harris Dellas and Behzad Diba and Olivier Loisel","2017","9","1","https://doi.org/10.1257/mac.20140139","American Economic Journal: Macroeconomics"
"105","10.1257/mac.20140147","Excessive Financing Costs in a Representative Agent Framework","Maya Eden","2016","8","2","https://doi.org/10.1257/mac.20140147","American Economic Journal: Macroeconomics"
"106","10.1257/mac.20140171","Untitled Land, Occupational Choice, and Agricultural Productivity","Chaoran Chen","2017","9","4","https://doi.org/10.1257/mac.20140171","American Economic Journal: Macroeconomics"
"107","10.1257/mac.20140233","Financial Intermediation, Leverage, and Macroeconomic Instability","Gregory Phelan","2016","8","4","https://doi.org/10.1257/mac.20140233","American Economic Journal: Macroeconomics"
"108","10.1257/mac.6.2.71","Persistent Liquidity Effects and Long-Run Money Demand","Fernando Alvarez and Francesco Lippi","2014","6","2","https://doi.org/10.1257/mac.6.2.71","American Economic Journal: Macroeconomics"
"109","10.1257/mac.4.1.190","Tranching, {CDS}, and Asset Prices: How Financial Innovation Can Cause Bubbles and Crashes","Ana Fostel and John Geanakoplos","2012","4","1","https://doi.org/10.1257/mac.4.1.190","American Economic Journal: Macroeconomics"
"110","10.1257/app.20130472","One Mandarin Benefits the Whole Clan: Hometown Favoritism in an Authoritarian Regime","Quoc-Anh Do and Kieu-Trang Nguyen and Anh N. Tran","2017","9","4","https://doi.org/10.1257/app.20130472","American Economic Journal: Applied Economics"
"111","10.1257/app.20140135","Understanding the Changing Structure of Scientific Inquiry","Ajay Agrawal and Avi Goldfarb and Florenta Teodoridis","2016","8","1","https://doi.org/10.1257/app.20140135","American Economic Journal: Applied Economics"
"112","10.1257/app.20140262","Does Grief Transfer across Generations? Bereavements during Pregnancy and Child Outcomes","Sandra E. Black and Paul J. Devereux and Kjell G. Salvanes","2016","8","1","https://doi.org/10.1257/app.20140262","American Economic Journal: Applied Economics"
"113","10.1257/app.20140405","The Impact of Women{\textquotesingle}s Health Clinic Closures on Preventive Care","Yao Lu and David J. G. Slusky","2016","8","3","https://doi.org/10.1257/app.20140405","American Economic Journal: Applied Economics"
"114","10.1257/app.20150023","The Returns to Microenterprise Support among the Ultrapoor: A Field Experiment in Postwar Uganda","Christopher Blattman and Eric P. Green and Julian Jamison and M. Christian Lehmann and Jeannie Annan","2016","8","2","https://doi.org/10.1257/app.20150023","American Economic Journal: Applied Economics"
"115","10.1257/app.20150087","Universal Investment in Infants and Long-Run Health: Evidence from Denmark's 1937 Home Visiting Program","Jonas Hjort and Mikkel S{\o}lvsten and Miriam Wüst","2017","9","4","https://doi.org/10.1257/app.20150087","American Economic Journal: Applied Economics"
"116","10.1257/app.20150112","Buy the Book? Evidence on the Effect of Textbook Funding on School-Level Achievement","Kristian L. Holden","2016","8","4","https://doi.org/10.1257/app.20150112","American Economic Journal: Applied Economics"
"117","10.1257/app.20150114","Immigrants{\textquotesingle} Effect on Native Workers: New Analysis on Longitudinal Data","Mette Foged and Giovanni Peri","2016","8","2","https://doi.org/10.1257/app.20150114","American Economic Journal: Applied Economics"
"118","10.1257/app.20150234","Financial Incentives and the Fertility-Sex Ratio Trade-Off","S Anukriti","2018","10","2","https://doi.org/10.1257/app.20150234","American Economic Journal: Applied Economics"
"119","10.1257/app.20150241","The Price of Prejudice","Morten St{\o}rling Hedegaard and Jean-Robert Tyran","2018","10","1","https://doi.org/10.1257/app.20150241","American Economic Journal: Applied Economics"
"120","10.1257/app.20150314","Signing Up New Fathers: Do Paternity Establishment Initiatives Increase Marriage, Parental Investment, and Child  Well-Being?","Maya Rossin-Slater","2017","9","2","https://doi.org/10.1257/app.20150314","American Economic Journal: Applied Economics"
"121","10.1257/app.20150369","The Impact of {AIDS} Treatment on Savings and Human Capital Investment in Malawi","Victoria Baranov and Hans-Peter Kohler","2018","10","1","https://doi.org/10.1257/app.20150369","American Economic Journal: Applied Economics"
"122","10.1257/app.20150397","Moving to Opportunity or Isolation? Network Effects of a Randomized Housing Lottery in Urban India","Sharon Barnhardt and Erica Field and Rohini Pande","2017","9","1","https://doi.org/10.1257/app.20150397","American Economic Journal: Applied Economics"
"123","10.1257/app.20150431","Neighborhood Sanitation and Infant Mortality","Michael Geruso and Dean Spears","2018","10","2","https://doi.org/10.1257/app.20150431","American Economic Journal: Applied Economics"
"124","10.1257/app.20150576","Fertility Decline and Missing Women","Seema Jayachandran","2017","9","1","https://doi.org/10.1257/app.20150576","American Economic Journal: Applied Economics"
"125","10.1257/app.20160030","Do the Effects of Temporary Ethnic Group Quotas Persist? Evidence from India","Rikhil R. Bhavnani","2017","9","3","https://doi.org/10.1257/app.20160030","American Economic Journal: Applied Economics"
"126","10.1257/app.20160031","College Party Culture and Sexual Assault","Jason M. Lindo and Peter Siminski and Isaac D. Swensen","2018","10","1","https://doi.org/10.1257/app.20160031","American Economic Journal: Applied Economics"
"127","10.1257/app.20160180","Saving Soviet Science: The Impact of Grants When Government R{\&}D Funding Disappears","Ina Ganguli","2017","9","2","https://doi.org/10.1257/app.20160180","American Economic Journal: Applied Economics"
"128","10.1257/app.20160220","Conflict and the Persistence of Ethnic Bias","Moses Shayo and Asaf Zussman","2017","9","4","https://doi.org/10.1257/app.20160220","American Economic Journal: Applied Economics"
"129","10.1257/app.20160267","In a Small Moment: Class Size and Moral Hazard in the Italian Mezzogiorno","Joshua D. Angrist and Erich Battistin and Daniela Vuri","2017","9","4","https://doi.org/10.1257/app.20160267","American Economic Journal: Applied Economics"
"130","10.1257/app.20160567","School Finance Reform and the Distribution of Student Achievement","Julien Lafortune and Jesse Rothstein and Diane Whitmore Schanzenbach","2018","10","2","https://doi.org/10.1257/app.20160567","American Economic Journal: Applied Economics"
